City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Garden City,NY,Adelphi University,CHE112,General Chemistry II,CHEM 1200,Chemistry II,,,,Adelphi University Undergraduate And Graduate Courses
Queensbury,NY,Adirondack Community College,CHM 112,General Chemistry II,CHEM 1200,Chemistry II,,,,SUNY Adirondack Community College
Albany,NY,Albany College Of Pharmacy And Health Sciences,CHE 102,General Chemistry II,CHEM 1200,Chemistry II,,,,Albany College Of Pharmacy And Health Sciences
Alfred,NY,Alfred University,CHEM 106 + CHEM 106L,General Chemistry II + General Chemistry II Laboratory,CHEM 1200,Chemistry II,,,,Alfred University
Sacramento,CA,American River College,CHEM 401,General Chemistry II,CHEM 1200,Chemistry II,,,,American River College
Arnold,MD,Anne Arundel Community College,CHE 112,General Chemistry 2,CHEM 1200,Chemistry II,,,,Anne Arundel Community College
Bakersfield,CA,Bakersfield College,CHEM 1B,General Chemistry And Chemical Analysis,CHEM 1200,Chemistry II,,,,Bakersfield College
Annandale-On-Hudson,NY,Bard College,CHEM 142,Basic Principles Of Chemistry,CHEM 1200,Chemistry II,,,,Bard College
Albion,NY,Bard College - Albion Correctional Facility,CHEM 142,Basic Principles Of Chemistry,CHEM 1200,Chemistry II,,,,Bard College
New York,NY,Bard College - Bard Globalization And International Affairs Program,CHEM 142,Basic Principles Of Chemistry,CHEM 1200,Chemistry II,,,,Bard College
Newark,NJ,Bard College - Bhsec Newark,CHEM 142,Basic Principles Of Chemistry,CHEM 1200,Chemistry II,,,,Bard College
Brooklyn,NY,Bard College - Brooklyn Public Library,CHEM 142,Basic Principles Of Chemistry,CHEM 1200,Chemistry II,,,,Bard College
Napanoch,NY,Bard College - Eastern Ny Correctional Facility,CHEM 142,Basic Principles Of Chemistry,CHEM 1200,Chemistry II,,,,Bard College
Beacon,NY,Bard College - Fishkill Correctional Facility,CHEM 142,Basic Principles Of Chemistry,CHEM 1200,Chemistry II,,,,Bard College
Stormville,NY,Bard College - Green Haven Correctional Facility,CHEM 142,Basic Principles Of Chemistry,CHEM 1200,Chemistry II,,,,Bard College
Holyoke,MA,Bard College - Holyoke Microcollege,CHEM 142,Basic Principles Of Chemistry,CHEM 1200,Chemistry II,,,,Bard College
Los Angeles,CA,Bard College - Mat Program Ca,CHEM 142,Basic Principles Of Chemistry,CHEM 1200,Chemistry II,,,,Bard College
New York,NY,"Bard College - New York Public Library, Countee Cullen Branch",CHEM 142,Basic Principles Of Chemistry,CHEM 1200,Chemistry II,,,,Bard College
Bedford Hill,NY,Bard College - Taconic Correctional Facility,CHEM 142,Basic Principles Of Chemistry,CHEM 1200,Chemistry II,,,,Bard College
Woodbourne,NY,Bard College - Woodbourne Correctional Facility,CHEM 142,Basic Principles Of Chemistry,CHEM 1200,Chemistry II,,,,Bard College
Lewiston,ME,Bates College,CHEM 108A,Chemical Reactivity/Lab,CHEM 1200,Chemistry II,,,,Bates College
Bellevue,WA,Bellevue College,CHEM 150,General Inorganic & Physical Chemistry II,CHEM 1200,Chemistry II,,,,Bellevue Community College
Paramus,NJ,Bergen Community College,CHM-240 + CHM-241,General Chemistry II + General Chemistry II - Lab,CHEM 1200,Chemistry II,,,,Bergen Community College
Pittsfield,MA,Berkshire Community College,CHM 102,Introductory Chemistry II,CHEM 1200,Chemistry II,,,,Berkshire Community College
Birmingham,AL,Birmingham Southern College,CH 149,Chemical Principles,CHEM 1200,Chemistry II,,,,Birmingham Southern College
