City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Queensbury,NY,Adirondack Community College,FRN 201,Intermediate French I,LANG 2000,Foreign Languages Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,FRN 202,Intermediate French II,LANG 2000,Foreign Languages Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,SPA 201,Intermediate Spanish I,LANG 2000,Foreign Languages Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,SPA 202,Intermediate Spanish II,LANG 2000,Foreign Languages Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,SPA 206,Conversational Spanish II,LANG 2000,Foreign Languages Elective,,,,SUNY Adirondack Community College
Coon Rapids,MN,Anoka-Ramsey Community College,SPAN 2201,Intermediate Spanish Language & Culture I,LANG 2000,Foreign Languages Elective,,,,Anoka-Ramsey Community College
Cambridge,MN,Anoka-Ramsey Community College-Cambridge Campus,SPAN 2201,Intermediate Spanish Language & Culture I,LANG 2000,Foreign Languages Elective,,,,Anoka-Ramsey Community College
Worcester,MA,Assumption University,SPA 201,Spanish III,LANG 2000,Foreign Languages Elective,LANG 2000 (3 cr),05/01/2023,05/01/2026,Assumption University
Annandale-On-Hudson,NY,Bard College,SPAN 203,Intermediate Spanish III,LANG 2000,Foreign Languages Elective,,,,Bard High School Early College Queens Fall
Annandale-On-Hudson,NY,Bard College,SPAN 204,Reading Spanish Literature,LANG 2000,Foreign Languages Elective,,,,Bard High School Early College Queens Spring
Annandale-On-Hudson,NY,Bard College,SPAN 205,Reading Andean Culture,LANG 2000,Foreign Languages Elective,,,,Bard High School Early College Queens Spring
Great Barrington,MA,Bard College At Simon's Rock,SPAN 203,Intermediate Spanish III,LANG 2000,Foreign Languages Elective,,,,Bard High School Early College Queens Fall
Great Barrington,MA,Bard College At Simon's Rock,SPAN 204,Reading Spanish Literature,LANG 2000,Foreign Languages Elective,,,,Bard High School Early College Queens Spring
Great Barrington,MA,Bard College At Simon's Rock,SPAN 205,Reading Andean Culture,LANG 2000,Foreign Languages Elective,,,,Bard High School Early College Queens Spring
Lewiston,ME,Bates College,FRE 205,Oral French,LANG 2000,Foreign Languages Elective,,,,Bates College
Lewiston,ME,Bates College,FRE 208,Introduction To The Francophone World,LANG 2000,Foreign Languages Elective,,,,Bates College
Waco,TX,Baylor University,SPA 2310,Intermediate Spanish,LANG 2000,Foreign Languages Elective,,,,Baylor University Undergraduate
Bellevue,WA,Bellevue College,JAPAN 103,Advanced First-Year Japanese,LANG 2000,Foreign Languages Elective,,,,Bellevue Community College
Pittsfield,MA,Berkshire Community College,FRE 201,Intermediate French I,LANG 2000,Foreign Languages Elective,,,,Berkshire Community College
Pittsfield,MA,Berkshire Community College,FRE 202,Intermediate French II,LANG 2000,Foreign Languages Elective,,,,Berkshire Community College
Pittsfield,MA,Berkshire Community College,SPA 102,Introductory Spanish II,LANG 2000,Foreign Languages Elective,,,,Berkshire Community College
Pittsfield,MA,Berkshire Community College,SPA 201,Intermediate Spanish I,LANG 2000,Foreign Languages Elective,,,,Berkshire Community College
