City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Bayside,NY,Cuny Queensborough Community College,ARCH248,Structures I,ARCH 2330,Structures 1,,,,CUNY Queensborough Community College
Poughkeepsie,NY,Dutchess Community College,ARC207,Structural Analysis,ARCH 2330,Structures 1,,,,Dutchess Community College
Canandaigua,NY,Finger Lakes Community College,TECH 216,Statics And Strength Of Materials,ARCH 2330,Structures 1,,,,Finger Lakes Community College
Canandaigua,NY,Finger Lakes Community College,TECH 248,Structural Design,ARCH 2330,Structures 1,,,,Finger Lakes Community College
Troy,NY,Hudson Valley Community College,CIVL 112 + CIVL 210,Statics And Strength Of Materials + Structural Steel Design,ARCH 2330 + ARCH 4330,Structures 1 + Structures 2,ARCH 2330 (3cr) + ARCH 4330 (3cr),09/01/2023,09/01/2026,Hudson Valley Community College
Troy,NY,Hudson Valley Community College,CNST 110,Statics And Strength Of Materials,ARCH 2330,Structures 1,,,,Hudson Valley Community College
Chicago,IL,Illinois Institute Of Technology,ARCH 230,Systems: Structural Analysis,ARCH 2330,Structures 1,,,,Illinois Institute Of Technology Undergraduate
Bethlehem,PA,Northampton County Area Community College,ARCH 204,Design & Analysis Of Structural Form,ARCH 2330,Structures 1,,,,Northampton Community College
Tannersville,PA,Northampton County Area Community College-Monroe,ARCH 204,Design & Analysis Of Structural Form,ARCH 2330,Structures 1,,,,Northampton Community College
Delhi,NY,Suny College Of Technology At Delhi,AECT 110,Construction Materials,ARCH 2330 + ARCH 2330,Structures 1 + Structures 1,,,,SUNY Delhi College Of Technology
Delhi,NY,Suny College Of Technology At Delhi,AECT 110,Construction Materials,ARCH 2330 + ARCH 2330,Structures 1 + Structures 1,,,,SUNY Delhi College Of Technology
Delhi,NY,Suny College Of Technology At Delhi,AECT 150 + AECT 210,Statics & Strengths Of Materials + Struct. Theory & Application,ARCH 2330,Structures 1,,,,SUNY Delhi College Of Technology Course Descriptions Summer
