City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Garden City,NY,Adelphi University,SOC100,Introduction To Sociology,STSO 2520,Sociology,,,,Adelphi University Undergraduate And Graduate Courses
Queensbury,NY,Adirondack Community College,SOC 101,Principles Of Sociology,STSO 2520,Sociology,,,,SUNY Adirondack Community College
Owosso,MI,Baker College,SOC 2010,Sociology,STSO 2520,Sociology,,,,Baker College Course Descriptions
Flint,MI,Baker College - Flint,SOC 2010,Sociology,STSO 2520,Sociology,,,,Baker College Course Descriptions
Flint,MI,Baker College Center For Graduate Studies,SOC 2010,Sociology,STSO 2520,Sociology,,,,Baker College Course Descriptions
Allen Park,MI,Baker College Of Allen Park,SOC 2010,Sociology,STSO 2520,Sociology,,,,Baker College Course Descriptions
Auburn Hills,MI,Baker College Of Auburn Hills,SOC 2010,Sociology,STSO 2520,Sociology,,,,Baker College Course Descriptions
Cadillac,MI,Baker College Of Cadillac,SOC 2010,Sociology,STSO 2520,Sociology,,,,Baker College Course Descriptions
Clinton Township,MI,Baker College Of Clinton Township,SOC 2010,Sociology,STSO 2520,Sociology,,,,Baker College Course Descriptions
Jackson,MI,Baker College Of Jackson,SOC 2010,Sociology,STSO 2520,Sociology,,,,Baker College Course Descriptions
Muskegon,MI,Baker College Of Muskegon,SOC 2010,Sociology,STSO 2520,Sociology,,,,Baker College Course Descriptions
Owosso,MI,Baker College Of Owosso,SOC 2010,Sociology,STSO 2520,Sociology,,,,Baker College Course Descriptions
Port Huron,MI,Baker College Of Port Huron,SOC 2010,Sociology,STSO 2520,Sociology,,,,Baker College Course Descriptions
Waltham,MA,Bentley University,SO 132,Issues And Investigations In Sociology,STSO 2520,Sociology,,,,Bentley University Undergraduate
Lincroft,NJ,Brookdale Community College,SOCI101,Principles Of Sociology,STSO 2520,Sociology,,,,Brookdale Community College
Boston,MA,Bunker Hill Community College,HIS-152,Us History: Reconstruction To Present,STSO 2520,Sociology,,,,Bunker Hill Community College
Boston,MA,Bunker Hill Community College,SOC-101,Principles Of Sociology,STSO 2520,Sociology,,,,Bunker Hill Community College
Redwood City,CA,Canada College,HIST 202,U.S. History From 1877 To The Present,STSO 2520,Sociology,,,,Canada College
Auburn,NY,Cayuga Community College,HIST 202,History Of The United States II,STSO 2520,Sociology,,,,Cayuga Community College
Mcpherson,KS,Central Christian College Of Kansas,SS-HI 106-G,United States History II,STSO 2520,Sociology,,,,Central Christian College Of Kansas
Norwalk,CA,Cerritos College,HIST 101,American History And Constitution,STSO 2520,Sociology,,,,Cerritos College
Plattsburgh,NY,Clinton Community College,HIS 102,History Of Modern America,STSO 2520,Sociology,,,,State University Of New York Clinton Community College
Waterville,ME,Colby College,HI132,"Survey Of U.S. History, 1865 To The Present",STSO 2520,Sociology,,,,Colby College
Saint Joseph,MN,College Of Saint Benedict,SOCI 111,Introduction To Sociology,STSO 2520,Sociology,,,,College Of Saint Benedict - St John'S University
Texas City,TX,College Of The Mainland,SOCI 1301,Introduction To Sociology,STSO 2520,Sociology,,,,College Of The Mainland
Hudson,NY,Columbia-Greene Community College,HI 104,United States History 1865- Present,STSO 2520,Sociology,,,,Columbia-Greene Community College
Waterbury,CT,Connecticut State Community College Naugatuck Campus,SOC* H101,Principles Of Sociology,STSO 2520,Sociology,,,,Naugatuck Valley Community College
Corning,NY,Corning Community College,HIST 1120,American History II,STSO 2520,Sociology,,,,Corning Community College
Corning,NY,Corning Community College,SOCI 1010,Introduction To Sociology,STSO 2520,Sociology,,,,Corning Community College
New York,NY,Cuny Bernard M Baruch College,SOC 1005,Introduction To Sociology,STSO 2520,Sociology,STSO 2520 (3cr),09/01/2023,09/01/2026,CUNY Baruch College Undergraduate
New York,NY,Cuny Borough Of Manhattan Community College,SOC 100,Introduction To Sociology,STSO 2520,Sociology,,,,CUNY Borough Of Manhattan Community College
Staten Island,NY,Cuny College Of Staten Island,SOC 100,People And Society,STSO 2520,Sociology,STSO 2520 (3cr),09/01/2023,09/01/2026,CUNY College Of Staten Island Undergraduate
New York,NY,Cuny Hunter College,HIST 15200,The United States From The Civil War Era To The Present,STSO 2520,Sociology,,,,CUNY Hunter College Undergraduate
New York,NY,Cuny Hunter College,SOC 10100,Introduction To Sociology,STSO 2520,Sociology,STSO 2520 (3 cr),05/01/2023,05/01/2026,CUNY Hunter College Undergraduate
Brooklyn,NY,Cuny Kingsborough Community College,SOC 3100,Introduction To Sociology,STSO 2520,Sociology,STSO 2520 (3cr),05/01/2023,05/01/2026,CUNY Kingsborough Community College
Long Island City,NY,Cuny Laguardia Community College,SSS100,Introduction To Sociology: Contemporary Society,STSO 2520,Sociology,,,,CUNY LaGuardia Community College
Queens,NY,Cuny Queens College,SOC 101,General Introduction To Sociology,STSO 2520,Sociology,,,,CUNY Queens College Undergraduate
Bayside,NY,Cuny Queensborough Community College,SOCY101,Sociology,STSO 2520,Sociology,,,,CUNY Queensborough Community College
Dallas,TX,Dallas College,HIST 1302,United States History II,STSO 2520,Sociology,,,,Dallas College
Caro,MI,Davenport University,SOCY101,Introductory Sociology,STSO 2520,Sociology,,,,Davenport University Undergraduate
Detroit,MI,Davenport University - Detroit,SOCY101,Introductory Sociology,STSO 2520,Sociology,,,,Davenport University Undergraduate
Dimondale,MI,Davenport University - Treasury Site Dimondale,SOCY101,Introductory Sociology,STSO 2520,Sociology,,,,Davenport University Undergraduate
