City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Pasadena,CA,California Institute Of Technology,Ph 1b + Ph 1c + Ph 2a + Ph 2b + Ph 3,"Classical Mechanics And Electromagnetism + Classical Mechanics And Electromagnetism + Waves, Quantum Mechanics, And Statistical Physics + Waves, Quantum Mechanics, And Statistical Physics + Introductory Physics Laboratory",PHYS 1100 + PHYS 1200 + PHYS 2000 + PHYS 2110,Physics I + Physics II + Physics Elective + Modern Physics,,,,California Institute Of Technology
Lancaster,PA,Franklin And Marshall College,PHY 223,Modern Physics,PHYS 2110,Modern Physics,,,,Franklin And Marshall College
Frederick,MD,Frederick Community College,PY 205,Modern Physics,PHYS 2110,Modern Physics,,,,Frederick Community College
Grinnell,IA,Grinnell College,PHY 232,Modern Physics,PHYS 2110,Modern Physics,,,,Grinnell College
Columbia,MD,Howard Community College,PHYS 112,General Physics III (Calculus),PHYS 2110,Modern Physics,,,,Howard Community College
Marlboro,VT,Marlboro College,NSC470,Modern Physics,PHYS 2110,Modern Physics,,,,Marlboro College Spring Course Descriptions
Rochester,NY,Monroe Community College,PHY 262,Modern Physics,PHYS 2110,Modern Physics,,,,Monroe Community College
Canton,NY,St Lawrence University,PHYS 221 + PHYS 222,Modern Physics + Modern Physics,PHYS 2110,Modern Physics,,,,Saint Lawrence University
Washington,DC,University Of The District Of Columbia,1539 + 1539,203 University Physics III + 207 University Physics III Laboratory,PHYS 2110,Modern Physics,,,,University Of The District Of Columbia
Norton,MA,Wheaton College,PHYS 225,Modern Physics,PHYS 2110,Modern Physics,,,,Wheaton College
