City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Queensbury,NY,Adirondack Community College,ENG 201,World Literature I,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 202,World Literature II,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 203,British Literature I,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 204,British Literature II,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 205,American Literature I,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 206,American Literature II,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 207,American Literature Since 1945,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 209,Modern Dramatic Literature,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 211,Shakespeare,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 215,Fiction Writing,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 217,Science Fiction And Fantasy,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 218,Women In Literature,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 219,Literature Of The American West,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 220,Major Writers,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 223,Major Filmmakers,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 226,Minority Voices: Literature Of Social Movements,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,Eng 248,Biography/Autobiography,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 249,Children's Literature,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 250,Topics In Literature,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 251,Introduction To Fiction,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 252,Introduction To Film,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ENG 253,International Cinema,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,SPA 214,Latin American History And Culture,LITR 2000,Literature Elective,,,,SUNY Adirondack Community College
Washington,DC,American University,LIT-135G,Critical Approach To The Cinema 1:1,LITR 2000,Literature Elective,,,,American University
Paris, ,American University Of Paris,FM3069,The Aesthetics Of Crime Fiction,LITR 2000,Literature Elective,,,,American University Of Paris Course Descriptions
Annandale-On-Hudson,NY,Bard College,SEM 201,Sophomore Seminar I,LITR 2000,Literature Elective,,,,Bard High School Early College Queens Fall
Annandale-On-Hudson,NY,Bard College,SEM 202,Sophomore Seminar II,LITR 2000,Literature Elective,,,,Bard High School Early College Queens Spring
Great Barrington,MA,Bard College At Simon's Rock,SEM 201,Sophomore Seminar I,LITR 2000,Literature Elective,,,,Bard High School Early College Queens Fall
Great Barrington,MA,Bard College At Simon's Rock,SEM 202,Sophomore Seminar II,LITR 2000,Literature Elective,,,,Bard High School Early College Queens Spring
Waltham,MA,Bentley University,LIT 214,Forms Of The Novel,LITR 2000,Literature Elective,,,,Bentley University Undergraduate
Pittsfield,MA,Berkshire Community College,ENG-204,Literature Of Peace & War,LITR 2000,Literature Elective,,,,Berkshire Community College
Pittsfield,MA,Berkshire Community College,ENG 215,Introduction To Literature,LITR 2000,Literature Elective,,,,Berkshire Community College
Pittsfield,MA,Berkshire Community College,ENG 216,Introduction To The Novel,LITR 2000,Literature Elective,,,,Berkshire Community College
