City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Beijing, ,Beijing Institute Of Technology - Rpi Study Abroad,ENGR 08,Microcomputer Proc And Interf,ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",ECSE 2000 (2 credits),09/01/2023,09/01/2026,BEIJING INST OF TECH - RPI ADDED
Beijing, ,Beijing Institute Of Technology - Rpi Study Abroad,ENGR 09,Digital Image Processing,ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",ECSE 2000 (3 credits),09/01/2023,09/01/2026,BEIJING INST OF TECH - RPI ADDED
Lincroft,NJ,Brookdale Community College,ENGI242,Principles Of Ee II (Electronics),ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",Transfers as 4 elective credits,01/01/2022,01/01/2027,Brookdale Community College
Lincroft,NJ,Brookdale Community College,ENGI251,Digital I,ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",Transfers as 3 elective credits,01/01/2022,01/01/2027,Brookdale Community College
Cleveland,OH,Case Western Reserve University,ECSE 281,Logic Design And Computer Organization,ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",Transfers as ECSE elective credtis,01/01/2022,01/01/2027,Case Western Reserve University
Poughkeepsie,NY,Dutchess Community College,ELT203,Electric Power Systems,ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",Transfers as 3 elective credits,01/01/2022,01/01/2027,Dutchess Community College
Holyoke,MA,Holyoke Community College,EGR 109,Introduction To Electronic Digital Circuits With Verilog,ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",Transfer as 3 elective credits,01/01/2022,01/01/2027,Holyoke Community College
Troy,NY,Hudson Valley Community College,ELET 206,Elements Of Communications Electronics,ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",,01/01/2024,01/01/2029,Hudson Valley Community College
Troy,NY,Hudson Valley Community College,ELET 215,Operational Amplifiers,ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",4 credits of elective,01/01/2024,01/01/2029,Hudson Valley Community College
Troy,NY,Hudson Valley Community College,ELET 250,Vacuum And Power Rf,ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",4 credit elective,01/01/2024,01/01/2029,Hudson Valley Community College
Troy,NY,Hudson Valley Community College,ELET 285,Semiconductor Metrology And Process Control,ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",3 credits elective,01/01/2024,01/01/2029,Hudson Valley Community College
New Brunswick,NJ,Rutgers University-New Brunswick,14:332:231,Digital Logic Design,ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",Transfers as 3 elective credits,01/01/2022,01/01/2027,Rutgers University New Brunswick Undergraduate
Springfield,MA,Springfield Technical Community College,EGR-226,Lab: Circuit Analysis 2,ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",Transfers as 1 elective credit,01/01/2021,05/01/2026,Springfield Technical Community College
Canton,NY,Suny Canton College Of Technology,ELEC 141,Industrial Controls,ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",Transfers as 2 elective credits,01/01/2021,01/01/2026,SUNY Canton College Of Technology
Albany,NY,"University At Albany, State University Of New York",I ECE 210,Discrete Structures,ECSE 2000,"""Electrical, Compputer, And Systems Engineering Elective""",Transfers as 4 elective credits,01/01/2022,01/01/2027,SUNY University At Albany Undergraduate Bulletin
