City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Ithaca,NY,Cornell University-Endowed Colleges,PHIL 381,Philosophy Of Science: Knowledge And Objectivity,PHIL 4000,Philosophy Elective,,,,Cornell University
Bronx,NY,Fordham University,THEO 3310,Early Christian Writings,PHIL 4000,Philosophy Elective,,,,Fordham University
Brooklyn,NY,Liu Brooklyn,PHI 61,Philosophical Explorations I,PHIL 4000,Philosophy Elective,,,,LIU Brooklyn Undergraduate
Brooklyn,NY,Liu Brooklyn,PHI 113,Free Will And Determinism,PHIL 4000,Philosophy Elective,,,,LIU Brooklyn Undergraduate
Riverdale,NY,Manhattan College,RELS 381,Religious Dimensions Of Peace,PHIL 4000,Philosophy Elective,,,,Manhattan College Undergraduate
Marlboro,VT,Marlboro College,HUM1333,Phenomenology,PHIL 4000,Philosophy Elective,,,,Marlboro College Fall Course Descriptions
Marlboro,VT,Marlboro College,HUM1400,Hegel: The Phenomenology Of Spirit,PHIL 4000,Philosophy Elective,,,,Marlboro College Fall Course Descriptions
Marlboro,VT,Marlboro College,HUM1414,"Marx, Kierkegaard, & Nietzsche: 19Th Century Responses To Hegel",PHIL 4000,Philosophy Elective,,,,Marlboro College Fall Course Descriptions
Boston,MA,Northeastern University,PHL 1230,Modern Philosophy,PHIL 4000,Philosophy Elective,,,,Northeastern University Undergraduate
Boston,MA,Northeastern University,PHL 1315,Understanding The Bible,PHIL 4000,Philosophy Elective,,,,Northeastern University Undergraduate
Boston,MA,Northeastern University,PHL 1360,Philosophy And Literature,PHIL 4000,Philosophy Elective,,,,Northeastern University Undergraduate
Boston,MA,Northeastern University Lifelong Learning Network,PHL 1230,Modern Philosophy,PHIL 4000,Philosophy Elective,,,,Northeastern University Undergraduate
Boston,MA,Northeastern University Lifelong Learning Network,PHL 1315,Understanding The Bible,PHIL 4000,Philosophy Elective,,,,Northeastern University Undergraduate
Boston,MA,Northeastern University Lifelong Learning Network,PHL 1360,Philosophy And Literature,PHIL 4000,Philosophy Elective,,,,Northeastern University Undergraduate
Staten Island,NY,Saint John's University - Staten Island Campus,PHI 3000C,Metaphysics,PHIL 4000,Philosophy Elective,,,,St. Johns University
Loudonville,NY,Siena College,PHIL - 348,Existentialism,PHIL 4000,Philosophy Elective,,,,Siena College Undergraduate
Carbondale,IL,Southern Illinois University-Carbondale,ANTH 410F,Anthropology Of Religion,PHIL 4000,Philosophy Elective,,,,Southern Illinois University Carbondale Undergraduate
Queens,NY,St. John's University,PHI 3000C,Metaphysics,PHIL 4000,Philosophy Elective,,,,St. Johns University
Stanford,CA,Stanford University,PHIL 30,Democracy Matters,PHIL 4000,Philosophy Elective,,,,Stanford University Course Descriptions
Geneseo,NY,Suny College At Geneseo,PHIL 310,Symbolic Logic,PHIL 4000,Philosophy Elective,,,,SUNY Geneseo Undergraduate
Geneseo,NY,Suny College At Geneseo,PHIL 317,Philosophy Of Mind,PHIL 4000,Philosophy Elective,,,,SUNY Geneseo Undergraduate
Geneseo,NY,Suny College At Geneseo,PHIL 330,Ethical Theory,PHIL 4000,Philosophy Elective,,,,SUNY Geneseo Undergraduate
Geneseo,NY,Suny College At Geneseo,PHIL 355,Metaphysics,PHIL 4000,Philosophy Elective,,,,SUNY Geneseo Undergraduate
Geneseo,NY,Suny College At Geneseo,PHIL 398,Seminar: Major Philosophers,PHIL 4000,Philosophy Elective,,,,SUNY Geneseo Undergraduate
Plattsburgh,NY,Suny College At Plattsburgh,PHI 314,Philosophy And Art,PHIL 4000,Philosophy Elective,,,,SUNY College At Plattsburgh Undergraduate And Graduate
Trenton,NJ,Thomas Edison State University,PHI-384,Ethics And The Business Professional,PHIL 4000,Philosophy Elective,,,,Thomas Edison State University Undergraduate
Schenectady,NY,Union College,PHL 365,Philosophy Of Mind,PHIL 4000,Philosophy Elective,,,,Union College
Buffalo,NY,"University At Buffalo, State University Of New York",AS 395LEC,Topics In Asian Studies,PHIL 4000,Philosophy Elective,,,,SUNY University At Buffalo Undergraduate
Detroit,MI,University Of Detroit Mercy,PHL 3050,Aesthetics,PHIL 4000,Philosophy Elective,,,,University Of Detroit Mercy Undergraduate
Knoxville,TN,University Of Tennessee,PHIL 326,Topics In 19Th- And 20Th-Century Philosophy,PHIL 4000,Philosophy Elective,,,,University Of Tennessee Knoxville Undergraduate
Knoxville,TN,University Of Tennessee,PHIL 328,Honors: 17Th- And 18Th-Century Philosophy,PHIL 4000,Philosophy Elective,,,,University Of Tennessee Knoxville Undergraduate
