City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Alamosa,CO,Adams State University,HIST 179,Special Topics,STSO 1000,Science And Technology Studies Elective,,,,Adams State University
Garden City,NY,Adelphi University,HIS102,Western Civilization II,STSO 1000,Science And Technology Studies Elective,,,,Adelphi University Undergraduate And Graduate Courses
Garden City,NY,Adelphi University,HIS103,American Civilization To 1865,STSO 1000,Science And Technology Studies Elective,,,,Adelphi University Undergraduate And Graduate Courses
Garden City,NY,Adelphi University,HIS104,American Civ Since 1865,STSO 1000,Science And Technology Studies Elective,,,,Adelphi University Undergraduate And Graduate Courses
Queensbury,NY,Adirondack Community College,ANT 103,Physical Anthropology,STSO 1000,Science And Technology Studies Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,ANT 105,Introduction To Archaeology,STSO 1000,Science And Technology Studies Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,GEG 110,Introduction To Global Geography,STSO 1000,Science And Technology Studies Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,HIS 100,Western Civilization To 1500,STSO 1000,Science And Technology Studies Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,HIS 101,Western Civilization Late Middle Ages To The French Revolution,STSO 1000,Science And Technology Studies Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,HIS 102,Western Civilization French Revolution To Present,STSO 1000,Science And Technology Studies Elective,STSO 1000 (3 cr),01/01/2024,01/01/2027,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,HIS 103,The United States To 1877,STSO 1000,Science And Technology Studies Elective,STSO 1000 (3 cr),01/01/2024,01/01/2027,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,PSC 101,Introduction To Political Thought,STSO 1000,Science And Technology Studies Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,PSC 102,State And Local Government,STSO 1000,Science And Technology Studies Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,PSC 103,American National Government,STSO 1000,Science And Technology Studies Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,PSC 104,International Relations,STSO 1000,Science And Technology Studies Elective,,,,SUNY Adirondack Community College
Adrian,MI,Adrian College,HIST 103,Western Civilization I,STSO 1000,Science And Technology Studies Elective,,,,Adrian College Undergraduate
Adrian,MI,Adrian College,HIST 104,Western Civilization II,STSO 1000,Science And Technology Studies Elective,,,,Adrian College Undergraduate
Albany,NY,Albany College Of Pharmacy And Health Sciences,HUM 101,The Pre-Modern World,STSO 1000,Science And Technology Studies Elective,,,,Albany College Of Pharmacy And Health Sciences
Albany,NY,Albany College Of Pharmacy And Health Sciences,HUM 102,The Modern World,STSO 1000,Science And Technology Studies Elective,,,,Albany College Of Pharmacy And Health Sciences
Meadville,PA,Allegheny College,FS 101,Academic Discourse I,STSO 1000,Science And Technology Studies Elective,,,,Allegheny College
Washington,DC,American University,SOCY-110,Views From The Global South Fa3,STSO 1000,Science And Technology Studies Elective,,,,American University
Washington,DC,American University,SPEX-130,Intercultural Understanding,STSO 1000,Science And Technology Studies Elective,,,,American University
