City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Bridgeport,CT,Bridgeport Hospital School Of Nursing,MEEG 423,Computer Aided Manufacturing (Cam) And Nc Machining,MANE 4000,"""Mechanical, Aerospace, And Nuclear Engineering Elective""",3 credit elective,01/01/2024,01/01/2029,University Of Bridgeport
Albany,NY,Excelsior University,NUC 350,Plant Systems Overview,MANE 4000,"""Mechanical, Aerospace, And Nuclear Engineering Elective""",Transfers as 3 elective credits,01/01/2020,01/01/2025,Excelsior University College Of Liberal Arts And Sciences
Albany,NY,Excelsior University,NUC 360,Nuclear Leadership — Risk Management/Leadership Courage,MANE 4000,"""Mechanical, Aerospace, And Nuclear Engineering Elective""",Transfers as 3 elective credits,01/01/2020,01/01/2025,Excelsior University College Of Liberal Arts And Sciences
Tuskegee,AL,Tuskegee University,AENG 0367,Aerospace Design And Analysis,MANE 4000,"""Mechanical, Aerospace, And Nuclear Engineering Elective""",3 credits of MANE Elective,01/01/2024,01/01/2029,Tuskegee University
Annapolis,MD,United States Naval Academy,EW309,Guided Design Experience,MANE 4000,"""Mechanical, Aerospace, And Nuclear Engineering Elective""",Transfers as 3 elective credits,01/01/2020,01/01/2025,United States Naval Academy Course Descriptions
London, ,University College London,MECH2004,Mechanics Of Fluids And Thermodynamics,MANE 4000,"""Mechanical, Aerospace, And Nuclear Engineering Elective""",,,,University College London Study Abroad Guide
London, ,University College London,MECH2006,Dynamics And Control,MANE 4000,"""Mechanical, Aerospace, And Nuclear Engineering Elective""",,,,University College London Study Abroad Guide
London, ,University College London,MECH2011,Materials And Design Studies,MANE 4000,"""Mechanical, Aerospace, And Nuclear Engineering Elective""",,,,University College London Study Abroad Guide
Bridgeport,CT,University Of Bridgeport,MEEG 423,Computer Aided Manufacturing (Cam) And Nc Machining,MANE 4000,"""Mechanical, Aerospace, And Nuclear Engineering Elective""",3 credit elective,01/01/2024,01/01/2029,University Of Bridgeport
Worcester,MA,Worcester Polytechnic Institute,ME 5000,Applied Analytical Methods In Engineering,MANE 4000,"""Mechanical, Aerospace, And Nuclear Engineering Elective""",Transfers as 2 credits elective,01/01/2024,01/01/2029,Worcester Polytechnic Institute Graduate
