City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Asheville,NC,Asheville-Buncombe Technical Community College,ART-266,Videography I,ARCH 2000,Architecture Elective,,,,Asheville-Buncombe Technical Community College
Brooklyn,NY,Cuny New York City College Of Technology,ARCH 1111,Architectural Foundation I,ARCH 2000,Architecture Elective,,,,CUNY New York City College Of Technology
Poughkeepsie,NY,Dutchess Community College,ARC216,Design Theory,ARCH 2000,Architecture Elective,,,,Dutchess Community College
Canandaigua,NY,Finger Lakes Community College,TECH 249,Building Mechanical Systems,ARCH 2000,Architecture Elective,,,,Finger Lakes Community College
Troy,NY,Hudson Valley Community College,CADD 200,Architectural Applications In Cad,ARCH 2000,Architecture Elective,,,,Hudson Valley Community College
Troy,NY,Hudson Valley Community College,CADD 210,Solid Modeling Project In Cad,ARCH 2000,Architecture Elective,,,,Hudson Valley Community College
Ithaca,NY,Ithaca College,ARTH 11300,Elements Of Architecture,ARCH 2000 + ARCH 2000,Architecture Elective + Architecture Elective,,,,Ithaca College
Ithaca,NY,Ithaca College,ARTH 11300,Elements Of Architecture,ARCH 2000 + ARCH 2000,Architecture Elective + Architecture Elective,,,,Ithaca College
Ithaca,NY,Ithaca College,ARTH 11300 + ARTH 22200,Elements Of Architecture + Architecture From Catacombs To Cathedrals,ARCH 2000 + ARCH 2000,Architecture Elective + Architecture Elective,,,,Ithaca College
Ithaca,NY,Ithaca College,ARTH 11300 + ARTH 22200,Elements Of Architecture + Architecture From Catacombs To Cathedrals,ARCH 2000 + ARCH 2000,Architecture Elective + Architecture Elective,,,,Ithaca College
Keene,NH,Keene State College,ARCH 260,Sustainable Design And Building Science,ARCH 2000,Architecture Elective,,,,Keene State College Undergraduate And Graduate
Keene,NH,Keene State College,ARCH 350,Architectural History I,ARCH 2000,Architecture Elective,,,,Keene State College Undergraduate And Graduate
Miami,FL,Miami Dade College,ARC1301,Architectural Design 1,ARCH 2000,Architecture Elective,,,,Miami Dade College
Morrisville,NY,Morrisville State College,ARCH 142 + ARCH 243,Architectural Design II + Architectural Design III,ARCH 2000,Architecture Elective,,,,SUNY Morrisville State College
Bethlehem,PA,Northampton County Area Community College,ARCH 210,Architecture Design Studio III,ARCH 2000,Architecture Elective,,,,Northampton Community College
Tannersville,PA,Northampton County Area Community College-Monroe,ARCH 210,Architecture Design Studio III,ARCH 2000,Architecture Elective,,,,Northampton Community College
Annandale,VA,Northern Virginia Community College,ARC 200,History Of Architecture,ARCH 2000,Architecture Elective,,,,Northern Virginia Community College
Columbus,OH,Ohio State University,ARCH 2300,Outlines Of The Built Environment,ARCH 2000,Architecture Elective,,,,Ohio State University Course Offerings
Wooster,OH,Ohio State University Agricultural Technical Inst,ARCH 2300,Outlines Of The Built Environment,ARCH 2000,Architecture Elective,,,,Ohio State University Course Offerings
Lima,OH,Ohio State University-Lima Campus,ARCH 2300,Outlines Of The Built Environment,ARCH 2000,Architecture Elective,,,,Ohio State University Course Offerings
Mansfield,OH,Ohio State University-Mansfield Campus,ARCH 2300,Outlines Of The Built Environment,ARCH 2000,Architecture Elective,,,,Ohio State University Course Offerings
Marion,OH,Ohio State University-Marion Campus,ARCH 2300,Outlines Of The Built Environment,ARCH 2000,Architecture Elective,,,,Ohio State University Course Offerings
Newark,OH,Ohio State University-Newark Campus,ARCH 2300,Outlines Of The Built Environment,ARCH 2000,Architecture Elective,,,,Ohio State University Course Offerings
Syracuse,NY,Onondaga Community College,ARH 241,Mechanical And Electrical Systems: An Introduction,ARCH 2000,Architecture Elective,,,,Onondaga Community College
Syracuse,NY,Onondaga Community College,ARH 271 + ARH 272,Building Information Modeling Fundamentals + Architectural Cad II,ARCH 2000,Architecture Elective,,,,Onondaga Community College
