City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Queensbury,NY,Adirondack Community College,PHI 204,Comparative Religion,PHIL 2830,Introduction To Philosophy Of Religion,,,,SUNY Adirondack Community College
Pittsfield,MA,Berkshire Community College,HIS 225,Comparative Religions,PHIL 2830,Introduction To Philosophy Of Religion,,,,Berkshire Community College
Killeen,TX,Central Texas College,PHIL 1304,Introduction To World Religions,PHIL 2830,Introduction To Philosophy Of Religion,,,,Central Texas College Texas Campuses
Los Altos Hills,CA,Foothill College,PHIL 24,Comparative World Religions: East,PHIL 2830,Introduction To Philosophy Of Religion,,,,Foothill College
Troy,NY,Hudson Valley Community College,PHIL 111,Comparative Religion II,PHIL 2830,Introduction To Philosophy Of Religion,,,,Hudson Valley Community College
Montreal,QC,Mcgill University,RELG 207,Introduction To The Study Of Religions,PHIL 2830,Introduction To Philosophy Of Religion,,,,Mcgill University Course Descriptions
Rochester,NY,Monroe Community College,PHL 108,World Religions: Western Traditions,PHIL 2830,Introduction To Philosophy Of Religion,,,,Monroe Community College
Denver,CO,Regis University,RC 220A,World Religious Traditions I,PHIL 2830,Introduction To Philosophy Of Religion,,,,Regis University
Troy,NY,Russell Sage College,PHI 105,"Philosophy Of Religion: Faith, Atheism & Doubt",PHIL 2830,Introduction To Philosophy Of Religion,,,,Russell Sage College For Women
San Francisco,CA,San Francisco State University,PHIL 502,World Religions,PHIL 2830,Introduction To Philosophy Of Religion,,,,San Francisco State University
Rochester,NY,St. John Fisher University,REST-152D,World Religions,PHIL 2830,Introduction To Philosophy Of Religion,,,,Saint John Fisher College Undergraduate
Oneonta,NY,Suny College At Oneonta,INTD 115,Survey Of World Religions,PHIL 2830,Introduction To Philosophy Of Religion,,,,SUNY Oneonta Undergraduate
Purchase,NY,Suny College At Purchase,AHU 3110,World Religions: An Anatomy Of The Sacred,PHIL 2830,Introduction To Philosophy Of Religion,,,,SUNY Purchase College
Albuquerque,NM,University Of New Mexico-Main Campus,RELIG 107,Living World Religions,PHIL 2830,Introduction To Philosophy Of Religion,,,,University Of New Mexico Albuquerque
