City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Albany,NY,Albany College Of Pharmacy And Health Sciences,ECN 217,Economics Of Health Care,ECON 2000,Economics Elective,,,,Albany College Of Pharmacy And Health Sciences
Washington,DC,American University,ECON-150,Economics For Business,ECON 2000,Economics Elective,,,,American University
Pittsfield,MA,Berkshire Community College,AIB 205,Money And Banking,ECON 2000,Economics Elective,,,,Berkshire Community College
Bowling Green,OH,Bowling Green State University-Main Campus,HNRS 240,Honors Seminar: Social Sciences,ECON 2000,Economics Elective,,,,Bowling Green State University Course Descriptions
Fort Lauderdale,FL,Broward College,ECO2023,Principles Of Microeconomics,ECON 2000,Economics Elective,,,,Broward College
Potsdam,NY,Clarkson University,EC 350,Economic Principles And Engineering Economics,ECON 2000,Economics Elective,,,,Clarkson University Course Descriptions
Schenectady,NY,Clarkson University Capital Region Campus,EC 350,Economic Principles And Engineering Economics,ECON 2000,Economics Elective,,,,Clarkson University Course Descriptions
Colorado Springs,CO,Colorado College,EC201,Economic Theory I,ECON 2000,Economics Elective,,,,Colorado College
Hanover,NH,Dartmouth College,ECON 20,Econometrics,ECON 2000,Economics Elective,,,,"Dartmouth College Organization, Regulations And Courses"
Davidson,NC,Davidson College,ECO 105,Statistics And Basic Econometrics,ECON 2000,Economics Elective,,,,Davidson College
Davidson,NC,Davidson College,ECO 122,Introduction To Health Care Economics,ECON 2000,Economics Elective,,,,Davidson College
Davidson,NC,Davidson College,ECO 221,Economic History Of The United States,ECON 2000,Economics Elective,,,,Davidson College
Poughkeepsie,NY,Dutchess Community College,ECO224,International Economics,ECON 2000,Economics Elective,,,,Dutchess Community College
Ithaca,NY,Ithaca College,ECON 22100,Money And Banking,ECON 2000,Economics Elective,,,,Ithaca College
Gambier,OH,Kenyon College,ECON 205,Introduction To Econometrics,ECON 2000,Economics Elective,,,,Kenyon College
Galesburg,IL,Knox College,ECON 301,Microeconomic Analysis,ECON 2000,Economics Elective,,,,Knox College
New York,NY,New York University,BPEP-UB 1,Introduction To Economic & Political Thought,ECON 2000,Economics Elective,,,,New York University Leonard Stern School Of Business Undergraduate
Stillwater,OK,Oklahoma State University-Main Campus,ECON 5033,Macroeconomic Analysis,ECON 2000,Economics Elective,,,,Oklahoma State University
Winter Park,FL,Rollins College,ECO 277,Economics And Cinema,ECON 2000,Economics Elective,,,,Rollins College Of Liberal Arts
Santa Monica,CA,Santa Monica College,ECON 15,Economic History Of The U.S.,ECON 2000,Economics Elective,,,,Santa Monica College
Canton,NY,St Lawrence University,ECON 305,Industrial Organization,ECON 2000,Economics Elective,,,,Saint Lawrence University
Canton,NY,St Lawrence University,ECON 362,American Economic History,ECON 2000,Economics Elective,,,,Saint Lawrence University
Canton,NY,Suny Canton College Of Technology,ECON 305,Economics Of Crime,ECON 2000,Economics Elective,,,,SUNY Canton College Of Technology
Purchase,NY,Suny College At Purchase,ECO 3100,"Cities, Culture, And The Economy",ECON 2000,Economics Elective,,,,SUNY Purchase College
Cortland,NY,Suny Cortland,ECO 352,Corporate Finance,ECON 2000,Economics Elective,,,,SUNY Cortland Undergraduate
Storrs,CT,University Of Connecticut,ECON 2101W,Economic History Of Europe,ECON 2000,Economics Elective,,,,University Of Connecticut Undergraduate
Storrs,CT,University Of Connecticut,ECON 2110W,History Of Economic Thought,ECON 2000,Economics Elective,,,,University Of Connecticut Undergraduate
Groton,CT,University Of Connecticut-Avery Point,ECON 2101W,Economic History Of Europe,ECON 2000,Economics Elective,,,,University Of Connecticut Undergraduate
Groton,CT,University Of Connecticut-Avery Point,ECON 2110W,History Of Economic Thought,ECON 2000,Economics Elective,,,,University Of Connecticut Undergraduate
Hartford,CT,University Of Connecticut-Hartford Campus,ECON 2101W,Economic History Of Europe,ECON 2000,Economics Elective,,,,University Of Connecticut Undergraduate
Hartford,CT,University Of Connecticut-Hartford Campus,ECON 2110W,History Of Economic Thought,ECON 2000,Economics Elective,,,,University Of Connecticut Undergraduate
Stamford,CT,University Of Connecticut-Stamford,ECON 2101W,Economic History Of Europe,ECON 2000,Economics Elective,,,,University Of Connecticut Undergraduate
Stamford,CT,University Of Connecticut-Stamford,ECON 2110W,History Of Economic Thought,ECON 2000,Economics Elective,,,,University Of Connecticut Undergraduate
Waterbury,CT,University Of Connecticut-Waterbury Campus,ECON 2101W,Economic History Of Europe,ECON 2000,Economics Elective,,,,University Of Connecticut Undergraduate
Waterbury,CT,University Of Connecticut-Waterbury Campus,ECON 2110W,History Of Economic Thought,ECON 2000,Economics Elective,,,,University Of Connecticut Undergraduate
Ann Arbor,MI,University Of Michigan-Ann Arbor,ECON 398,Strategy,ECON 2000,Economics Elective,,,,"University Of Michigan College Of Literature, Science, And The Arts Fall Courses"
Aurora,NY,Wells College,ECON 220,Environmental Economics,ECON 2000,Economics Elective,,,,Wells College
Norton,MA,Wheaton College,ECON 232,Economic Development,ECON 2000,Economics Elective,,,,Wheaton College
Worcester,MA,Worcester Polytechnic Institute,ECON 2910,Economics And Entrepreneurship,ECON 2000,Economics Elective,ECON 2000 (3 cr),01/01/2024,01/01/2027,Worcester Polytechnic Institute Undergraduate
