City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Smithfield,RI,Bryant University,ECO301,Money And Banking,ECON 4130,Money And Banking,,,,Bryant University Undergraduate
Claremont,CA,Claremont Mckenna College,ECON 135,Money And Banking,ECON 4130,Money And Banking,,,,Claremont McKenna College
Potsdam,NY,Clarkson University,EC 356,"Money, Banking And Monetary Policy",ECON 4130,Money And Banking,,,,Clarkson University Course Descriptions
Schenectady,NY,Clarkson University Capital Region Campus,EC 356,"Money, Banking And Monetary Policy",ECON 4130,Money And Banking,,,,Clarkson University Course Descriptions
Waterville,ME,Colby College,EC338,"Money, Banking, And Monetary Policy",ECON 4130,Money And Banking,,,,Colby College
Montclair,NJ,Montclair State University,ECON 301,Money And Banking,ECON 4130,Money And Banking,,,,Montclair State University
Oberlin,OH,Oberlin College,ECON 211,"Money, The Financial System And The Economy",ECON 4130,Money And Banking,,,,Oberlin College
New York,NY,Pace University-New York,ECO 238,Money And Banking,ECON 4130,Money And Banking,,,,Pace University Course Descriptions
Pleasantville,NY,Pace University-Pleasantville Briarcliff,ECO 238,Money And Banking,ECON 4130,Money And Banking,,,,Pace University Course Descriptions
White Plains,NY,Pace University-White Plains,ECO 238,Money And Banking,ECON 4130,Money And Banking,,,,Pace University Course Descriptions
Staten Island,NY,Saint John's University - Staten Island Campus,ECO 2309,Money And Banking,ECON 4130,Money And Banking,,,,St. Johns University
Queens,NY,St. John's University,ECO 2309,Money And Banking,ECON 4130,Money And Banking,,,,St. Johns University
Vestal,NY,Suny At Binghamton,ECON 350,Us Financial Sys-Mkts & Insts,ECON 4130,Money And Banking,,,,SUNY Binghamton University
Oswego,NY,Suny College At Oswego,ECO 340,Money And Banking,ECON 4130,Money And Banking,,,,SUNY Oswego Undergraduate
Irvine,CA,University Of California-Irvine,ECON 161A,Money And Banking,ECON 4130,Money And Banking,,,,University Of California Irvine
Storrs,CT,University Of Connecticut,ECON 2411,Money And Banking,ECON 4130,Money And Banking,,,,University Of Connecticut Undergraduate
Groton,CT,University Of Connecticut-Avery Point,ECON 2411,Money And Banking,ECON 4130,Money And Banking,,,,University Of Connecticut Undergraduate
Hartford,CT,University Of Connecticut-Hartford Campus,ECON 2411,Money And Banking,ECON 4130,Money And Banking,,,,University Of Connecticut Undergraduate
Stamford,CT,University Of Connecticut-Stamford,ECON 2411,Money And Banking,ECON 4130,Money And Banking,,,,University Of Connecticut Undergraduate
Waterbury,CT,University Of Connecticut-Waterbury Campus,ECON 2411,Money And Banking,ECON 4130,Money And Banking,,,,University Of Connecticut Undergraduate
Columbia,SC,University Of South Carolina Columbia,ECON 301,Money And Banking,ECON 4130,Money And Banking,,,,University Of South Carolina At Columbia Undergraduate
