City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Alfred,NY,Alfred University,PSYC 371,The Psychology Of Death And Dying,PSYC 4000,Psychology Elective,,,,Alfred University
Annandale-On-Hudson,NY,Bard College,PSY 230,Cognitive Psychology,PSYC 4000,Psychology Elective,,,,Bard College
Albion,NY,Bard College - Albion Correctional Facility,PSY 230,Cognitive Psychology,PSYC 4000,Psychology Elective,,,,Bard College
New York,NY,Bard College - Bard Globalization And International Affairs Program,PSY 230,Cognitive Psychology,PSYC 4000,Psychology Elective,,,,Bard College
Newark,NJ,Bard College - Bhsec Newark,PSY 230,Cognitive Psychology,PSYC 4000,Psychology Elective,,,,Bard College
Brooklyn,NY,Bard College - Brooklyn Public Library,PSY 230,Cognitive Psychology,PSYC 4000,Psychology Elective,,,,Bard College
Napanoch,NY,Bard College - Eastern Ny Correctional Facility,PSY 230,Cognitive Psychology,PSYC 4000,Psychology Elective,,,,Bard College
Beacon,NY,Bard College - Fishkill Correctional Facility,PSY 230,Cognitive Psychology,PSYC 4000,Psychology Elective,,,,Bard College
Stormville,NY,Bard College - Green Haven Correctional Facility,PSY 230,Cognitive Psychology,PSYC 4000,Psychology Elective,,,,Bard College
Holyoke,MA,Bard College - Holyoke Microcollege,PSY 230,Cognitive Psychology,PSYC 4000,Psychology Elective,,,,Bard College
Los Angeles,CA,Bard College - Mat Program Ca,PSY 230,Cognitive Psychology,PSYC 4000,Psychology Elective,,,,Bard College
New York,NY,"Bard College - New York Public Library, Countee Cullen Branch",PSY 230,Cognitive Psychology,PSYC 4000,Psychology Elective,,,,Bard College
Bedford Hill,NY,Bard College - Taconic Correctional Facility,PSY 230,Cognitive Psychology,PSYC 4000,Psychology Elective,,,,Bard College
Woodbourne,NY,Bard College - Woodbourne Correctional Facility,PSY 230,Cognitive Psychology,PSYC 4000,Psychology Elective,,,,Bard College
Waltham,MA,Bentley University,PS 325,Cyber Psychology,PSYC 4000,Psychology Elective,,,,Bentley University Undergraduate
Potsdam,NY,Clarkson University,PY 317,Psyc Of Psychoactive Drugs,PSYC 4000,Psychology Elective,,,,Clarkson University Course Descriptions
Schenectady,NY,Clarkson University Capital Region Campus,PY 317,Psyc Of Psychoactive Drugs,PSYC 4000,Psychology Elective,,,,Clarkson University Course Descriptions
Bronx,NY,Fordham University,PSYC 2800,Personality,PSYC 4000,Psychology Elective,,,,Fordham University
Baltimore,MD,Loyola University Maryland,ED301,Educational Psychology,PSYC 4000,Psychology Elective,,,,Loyola College In Maryland
Baltimore,MD,Loyola University Maryland,ED302,Human Growth And Development,PSYC 4000,Psychology Elective,,,,Loyola College In Maryland
Montreal,QC,Mcgill University,PSYC 213,Cognition,PSYC 4000,Psychology Elective,,,,Mcgill University Course Descriptions
Montclair,NJ,Montclair State University,PSYC 301,Experimental Psychology,PSYC 4000,Psychology Elective,,,,Montclair State University
Montclair,NJ,Montclair State University,PSYC 302,Health Psychology,PSYC 4000,Psychology Elective,,,,Montclair State University
Alfred Station,NY,New York State College Of Ceramics At Alfred University,PSYC 371,The Psychology Of Death And Dying,PSYC 4000,Psychology Elective,,,,Alfred University
San Francisco,CA,San Francisco State University,PSY 442,Health Psychology,PSYC 4000,Psychology Elective,PSYC 4000 (3cr),05/01/2023,05/01/2026,San Francisco State University
San Francisco,CA,San Francisco State University,PSY 451,Theories Of Personality,PSYC 4000,Psychology Elective,PSYC 4000 (3cr),05/01/2023,05/01/2026,San Francisco State University
Loudonville,NY,Siena College,SWRK - 452,Social Work Practice: Drugs And Alcohol,PSYC 4000,Psychology Elective,,,,Siena College Undergraduate
Saratoga Springs,NY,Skidmore College,PS 320,Research Methods 2: Social Psychology,PSYC 4000,Psychology Elective,,,,Skidmore College
College Station,TX,Texas A & M University,KINE 304,Psychology Of Sport And Physical Activity,PSYC 4000,Psychology Elective,,,,Texas A & M University College Station
Bryan,TX,Texas A & M University Health Science Center,KINE 304,Psychology Of Sport And Physical Activity,PSYC 4000,Psychology Elective,,,,Texas A & M University College Station
Galveston,TX,Texas A & M University-Galveston,KINE 304,Psychology Of Sport And Physical Activity,PSYC 4000,Psychology Elective,,,,Texas A & M University College Station
Hartford,CT,Trinity College,PSYC 261,Brain And Behavior,PSYC 4000,Psychology Elective,,,,Trinity College Of Hartford
Schenectady,NY,Union College,PSY 331,Psychology Of Emotion,PSYC 4000,Psychology Elective,,,,Union College
Buffalo,NY,"University At Buffalo, State University Of New York",PSY 404,Alcohol And Health,PSYC 4000,Psychology Elective,,,,SUNY University At Buffalo Undergraduate
Buffalo,NY,"University At Buffalo, State University Of New York",PSY 420,Close Relationships,PSYC 4000,Psychology Elective,,,,SUNY University At Buffalo Undergraduate
London, ,University College London,PSYC1201,Memory And Decision,PSYC 4000,Psychology Elective,,,,University College London Study Abroad Guide
London, ,University College London,PSYC2205,Brain And Behaviour,PSYC 4000,Psychology Elective,,,,University College London Study Abroad Guide
Berkeley,CA,University Of California-Berkeley,PSYCH X403,Clinical Psychopharmacology,PSYC 4000,Psychology Elective,PSYC 4000 (3cr),09/01/2023,09/01/2026,University Of California Berkeley Extension Courses
Orono,ME,University Of Maine,PSY 345,Principles Of Psychological Research,PSYC 4000,Psychology Elective,,,,University Of Maine Undergraduate
Orono,ME,University Of Maine,PSY 470,History And Systems Of Psychology,PSYC 4000,Psychology Elective,,,,University Of Maine Undergraduate
Tampa,FL,University Of South Florida,GEY 4612,Psychology Of Aging,PSYC 4000,Psychology Elective,,,,University Of South Florida Undergraduate
Tampa,FL,University Of South Florida,PSB 4004C,Physiological Psychology,PSYC 4000,Psychology Elective,PSYC 4000 (3cr),09/01/2023,09/01/2026,University Of South Florida Undergraduate
Sarasota,FL,University Of South Florida Sarasota-Manatee,GEY 4612,Psychology Of Aging,PSYC 4000,Psychology Elective,,,,University Of South Florida Undergraduate
Sarasota,FL,University Of South Florida Sarasota-Manatee,PSB 4004C,Physiological Psychology,PSYC 4000,Psychology Elective,PSYC 4000 (3cr),09/01/2023,09/01/2026,University Of South Florida Undergraduate
St. Petersburg,FL,University Of South Florida-St. Petersburg,GEY 4612,Psychology Of Aging,PSYC 4000,Psychology Elective,,,,University Of South Florida Undergraduate
St. Petersburg,FL,University Of South Florida-St. Petersburg,PSB 4004C,Physiological Psychology,PSYC 4000,Psychology Elective,PSYC 4000 (3cr),09/01/2023,09/01/2026,University Of South Florida Undergraduate
