City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Copley,OH,Bryant & Stratton College-Akron,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Albany,NY,Bryant & Stratton College-Albany,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Getzville,NY,Bryant & Stratton College-Amherst,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Glendale,WI,Bryant & Stratton College-Bayshore,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Buffalo,NY,Bryant & Stratton College-Buffalo,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Cleveland,OH,Bryant & Stratton College-Cleveland,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Eastlake,OH,Bryant & Stratton College-Eastlake Campus,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Rochester,NY,Bryant & Stratton College-Greece,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Hampton,VA,Bryant & Stratton College-Hampton,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Rochester,NY,Bryant & Stratton College-Henrietta,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Milwaukee,WI,Bryant & Stratton College-Milwaukee,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Orchard Park,NY,Bryant & Stratton College-Online,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Parma,OH,Bryant & Stratton College-Parma,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Mount Pleasant,WI,Bryant & Stratton College-Racine,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
North Chesterfield,VA,Bryant & Stratton College-Richmond,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Solon, ,Bryant & Stratton College-Solon,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Solon,OH,Bryant & Stratton College-Solon,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Orchard Park,NY,Bryant & Stratton College-Southtowns,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Syracuse,NY,Bryant & Stratton College-Syracuse,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Liverpool,NY,Bryant & Stratton College-Syracuse North,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Virginia Beach,VA,Bryant & Stratton College-Virginia Beach,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Wauwatosa,WI,Bryant & Stratton College-Wauwatosa,AG230,Cost Accounting,MGMT 4100,Quantitative Methods For Business,,,,Bryant & Stratton College
Harrisonburg,VA,James Madison University,COB 291,Business Analytics II,MGMT 4100,Quantitative Methods For Business,,,,James Madison University Undergraduate
Henniker,NH,New England College,BU 2110,Statistics And Operations Management,MGMT 4100,Quantitative Methods For Business,,,,New England College Residential Undergraduate
Westfield,MA,Westfield State University,MGMT 0250,Quantitative Approaches To Business Decisions,MGMT 4100,Quantitative Methods For Business,,,,Westfield State University Undergraduate
