City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Queensbury,NY,Adirondack Community College,EGR 105,Engineering Physics I,ENGR 1000,Engineering Elective,Transfers as 4 elective credits,01/01/2022,01/01/2027,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,EGR 120,Introduction To Engineering,ENGR 1000,Engineering Elective,ENGR 1000 (3 cr),01/01/2024,01/01/2027,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,EGR 183,Digital Logic Design,ENGR 1000,Engineering Elective,Transfers as 3 elective credits,01/01/2021,01/01/2026,SUNY Adirondack Community College
Cairo, ,American University In Cairo,ENGR 1001,Introduction To Engineering,ENGR 1000,Engineering Elective,,,,American University In Cairo
Cairo, ,American University In Cairo,ENGR 1005,Descriptive Geometry And Engineering Drawing,ENGR 1000 + ENGR 1400,Engineering Elective + Engineering Communications,,,,American University In Cairo
Beirut, ,American University Of Beirut,CIVE 201,Engineering Drawings And Tools,ENGR 1000 + ENGR 1200,Engineering Elective + Engineering Graphics And Cad,,,,American University Of Beirut Undergraduate
Sierra Vista,AZ,Arizona State University - Cochise,FSE 100,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfers as 3 credits elective,01/01/2022,01/01/2027,Arizona State University Course Descriptions Spring
Lake Havasu City,AZ,Arizona State University - Lake Havasu,FSE 100,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfers as 3 credits elective,01/01/2022,01/01/2027,Arizona State University Course Descriptions Spring
Mesa,AZ,Arizona State University - Mesa City Center,FSE 100,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfers as 3 credits elective,01/01/2022,01/01/2027,Arizona State University Course Descriptions Spring
Tucson,AZ,Arizona State University - Pima,FSE 100,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfers as 3 credits elective,01/01/2022,01/01/2027,Arizona State University Course Descriptions Spring
Casa Grande,AZ,Arizona State University - Pinal,FSE 100,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfers as 3 credits elective,01/01/2022,01/01/2027,Arizona State University Course Descriptions Spring
Thatcher,AZ,Arizona State University - The Gila Valley,FSE 100,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfers as 3 credits elective,01/01/2022,01/01/2027,Arizona State University Course Descriptions Spring
Prescott Valley,AZ,Arizona State University - Yavapai,FSE 100,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfers as 3 credits elective,01/01/2022,01/01/2027,Arizona State University Course Descriptions Spring
Yuma,AZ,Arizona State University - Yuma,FSE 100,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfers as 3 credits elective,01/01/2022,01/01/2027,Arizona State University Course Descriptions Spring
Phoenix,AZ,Arizona State University-Downtown Phoenix,FSE 100,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfers as 3 credits elective,01/01/2022,01/01/2027,Arizona State University Course Descriptions Spring
Mesa,AZ,Arizona State University-Polytechnic,FSE 100,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfers as 3 credits elective,01/01/2022,01/01/2027,Arizona State University Course Descriptions Spring
Scottsdale,AZ,Arizona State University-Skysong,FSE 100,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfers as 3 credits elective,01/01/2022,01/01/2027,Arizona State University Course Descriptions Spring
Tempe,AZ,Arizona State University-Tempe,FSE 100,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfers as 3 credits elective,01/01/2022,01/01/2027,Arizona State University Course Descriptions Spring
Glendale,AZ,Arizona State University-West,FSE 100,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfers as 3 credits elective,01/01/2022,01/01/2027,Arizona State University Course Descriptions Spring
Sioux Falls,SD,Augustana University,PHYS 100PL,Introduction And Principles Of Engineering,ENGR 1000,Engineering Elective,ENGR 1000 (4cr),09/01/2023,09/01/2026,Augustana University Undergraduate
Sioux Falls,SD,Augustana University,PHYS 101PL,Specialized Engineering,ENGR 1000,Engineering Elective,ENGR 1000 (4cr),09/01/2023,09/01/2026,Augustana University Undergraduate
Sioux Falls,SD,Augustana University,PHYS 102PL,"Engineering, Design And Development",ENGR 1000,Engineering Elective,ENGR 1000 (4cr),09/01/2023,09/01/2026,Augustana University Undergraduate
Pittsfield,MA,Berkshire Community College,ENT 115,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfer as 3 elective credits,01/01/2021,01/01/2026,Berkshire Community College
Waltham,MA,Brandeis University,COSI 103a,Fundamentals Of Software Engineering,ENGR 1000,Engineering Elective,,,,Brandeis University
Lincroft,NJ,Brookdale Community College,CADD121,Engineering Graphics With Cad,ENGR 1000 + ENGR 1200,Engineering Elective + Engineering Graphics And Cad,ENGR 1200 = 1 credit and ENGR 1000 = 1 credit,01/01/2022,01/01/2027,Brookdale Community College
Lincroft,NJ,Brookdale Community College,ENGI105,Introduction To Engineering,ENGR 1000,Engineering Elective,Transfers as 1 elective credit,01/01/2022,01/01/2027,Brookdale Community College
Binghamton,NY,Broome Community College,CIV 113,Engineering Drawing I W/Cad,CIVL 1200 + ENGR 1000,Engineering Graphics For Civil Engineers + Engineering Elective,CIVL 1200 = 1 credit and ENGR 1000 = 1 credit,01/01/2021,01/01/2026,SUNY Broome Community College
Binghamton,NY,Broome Community College,CIV 119,Architectural Drawing W/Cad,ENGR 1000,Engineering Elective,Transfer as 2 elective credits,01/01/2021,01/01/2026,SUNY Broome Community College
Binghamton,NY,Broome Community College,EGR 100 + EGR 101,L Engineering Orientation: Student Success I + Engineering Orientation: Student Success II,ENGR 1000,Engineering Elective,Transfers as 1 elective credit,05/01/2023,05/01/2026,SUNY Broome Community College
