City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Queensbury,NY,Adirondack Community College,PSY 101,General Psychology,PSYC 1200,Introduction To Psychological Science,PSYC 1200 (3 cr),01/01/2024,01/01/2027,SUNY Adirondack Community College
Albany,NY,Albany College Of Pharmacy And Health Sciences,PSY 101,General Psychology,PSYC 1200,Introduction To Psychological Science,,,,Albany College Of Pharmacy And Health Sciences
Alfred,NY,Alfred University,PSY 100,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Alfred University
Charles Town,WV,American Public University System,PSYC101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,American Public University System Undergraduate
Sacramento,CA,American River College,PSYC 300,General Principles,PSYC 1200,Introduction To Psychological Science,,,,American River College
Arnold,MD,Anne Arundel Community College,PSY 111,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Anne Arundel Community College
Littleton,CO,Arapahoe Community College,PSY 101,General Psychology I: Gt-Ss3,PSYC 1200,Introduction To Psychological Science,,,,Arapahoe Community College
Sierra Vista,AZ,Arizona State University - Cochise,PSY 101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Arizona State University Course Descriptions Fall
Lake Havasu City,AZ,Arizona State University - Lake Havasu,PSY 101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Arizona State University Course Descriptions Fall
Mesa,AZ,Arizona State University - Mesa City Center,PSY 101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Arizona State University Course Descriptions Fall
Tucson,AZ,Arizona State University - Pima,PSY 101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Arizona State University Course Descriptions Fall
Casa Grande,AZ,Arizona State University - Pinal,PSY 101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Arizona State University Course Descriptions Fall
Thatcher,AZ,Arizona State University - The Gila Valley,PSY 101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Arizona State University Course Descriptions Fall
Prescott Valley,AZ,Arizona State University - Yavapai,PSY 101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Arizona State University Course Descriptions Fall
Yuma,AZ,Arizona State University - Yuma,PSY 101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Arizona State University Course Descriptions Fall
Phoenix,AZ,Arizona State University-Downtown Phoenix,PSY 101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Arizona State University Course Descriptions Fall
Mesa,AZ,Arizona State University-Polytechnic,PSY 101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Arizona State University Course Descriptions Fall
Scottsdale,AZ,Arizona State University-Skysong,PSY 101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Arizona State University Course Descriptions Fall
Tempe,AZ,Arizona State University-Tempe,PSY 101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Arizona State University Course Descriptions Fall
Glendale,AZ,Arizona State University-West,PSY 101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Arizona State University Course Descriptions Fall
Mays Landing,NJ,Atlantic Cape Community College,PSYC101,General Psychology,PSYC 1200,Introduction To Psychological Science,,,,Atlantic Cape Community College
Annandale-On-Hudson,NY,Bard College,PSY 103,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bard College
Albion,NY,Bard College - Albion Correctional Facility,PSY 103,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bard College
New York,NY,Bard College - Bard Globalization And International Affairs Program,PSY 103,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bard College
Newark,NJ,Bard College - Bhsec Newark,PSY 103,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bard College
Brooklyn,NY,Bard College - Brooklyn Public Library,PSY 103,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bard College
Napanoch,NY,Bard College - Eastern Ny Correctional Facility,PSY 103,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bard College
Beacon,NY,Bard College - Fishkill Correctional Facility,PSY 103,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bard College
Stormville,NY,Bard College - Green Haven Correctional Facility,PSY 103,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bard College
Holyoke,MA,Bard College - Holyoke Microcollege,PSY 103,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bard College
Los Angeles,CA,Bard College - Mat Program Ca,PSY 103,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bard College
New York,NY,"Bard College - New York Public Library, Countee Cullen Branch",PSY 103,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bard College
Bedford Hill,NY,Bard College - Taconic Correctional Facility,PSY 103,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bard College
Woodbourne,NY,Bard College - Woodbourne Correctional Facility,PSY 103,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bard College
Paramus,NJ,Bergen Community College,PSY-101,General Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bergen Community College
White Plains,NY,Berkeley College - Westchester Campus,SOC2225,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,PSYC 1200 (3cr),05/01/2023,05/01/2026,Berkeley College Undergraduate
New York,NY,Berkeley College-New York,SOC2225,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,PSYC 1200 (3cr),05/01/2023,05/01/2026,Berkeley College Undergraduate
Woodland Park,NJ,Berkeley College-Woodland Park,SOC2225,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,PSYC 1200 (3cr),05/01/2023,05/01/2026,Berkeley College Undergraduate
Pittsfield,MA,Berkshire Community College,PSY 107,Introductory Psychology,PSYC 1200,Introduction To Psychological Science,,,,Berkshire Community College
Flat Rock,NC,Blue Ridge Community College,PSY 150,General Psychology,PSYC 1200,Introduction To Psychological Science,,,,Blue Ridge Community College
Boise,ID,Boise State University,PSYC101,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Boise State University Undergraduate
Chestnut Hill,MA,Boston College,PSYC1110,"Introduction To Brain, Mind, And Behavior",PSYC 1200,Introduction To Psychological Science,,,,Boston College
Chestnut Hill,MA,Boston College,PSYC1111,Introduction To Psychology As A Social Science,PSYC 1200,Introduction To Psychological Science,,,,Boston College
Chestnut Hill,MA,Boston College,PS 111 + PSYC1111,Introduction To Psychology As A Social Science + Introduction To Psychology As A Social Science,PSYC 1200,Introduction To Psychological Science,,,,Boston College Undergraduate
Waltham,MA,Brandeis University,PSYC 1a,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Brandeis University
Waltham,MA,Brandeis University,PSYC 10a,Introduction To Psychology,PSYC 1200,Introduction To Psychological Science,,,,Brandeis University
Lincroft,NJ,Brookdale Community College,PSYC105,Introduction To Psychology I: Physical & Sensory Aspects,PSYC 1200,Introduction To Psychological Science,,,,Brookdale Community College
Binghamton,NY,Broome Community College,PSY 110,General Psychology,PSYC 1200,Introduction To Psychological Science,,,,SUNY Broome Community College
Fort Lauderdale,FL,Broward College,PSY2012,General Psychology,PSYC 1200,Introduction To Psychological Science,,,,Broward College
Copley,OH,Bryant & Stratton College-Akron,PSYC101,Principles Of Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bryant & Stratton College January
Albany,NY,Bryant & Stratton College-Albany,PSYC101,Principles Of Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bryant & Stratton College January
Getzville,NY,Bryant & Stratton College-Amherst,PSYC101,Principles Of Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bryant & Stratton College January
Glendale,WI,Bryant & Stratton College-Bayshore,PSYC101,Principles Of Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bryant & Stratton College January
Buffalo,NY,Bryant & Stratton College-Buffalo,PSYC101,Principles Of Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bryant & Stratton College January
Cleveland,OH,Bryant & Stratton College-Cleveland,PSYC101,Principles Of Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bryant & Stratton College January
Eastlake,OH,Bryant & Stratton College-Eastlake Campus,PSYC101,Principles Of Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bryant & Stratton College January
Rochester,NY,Bryant & Stratton College-Greece,PSYC101,Principles Of Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bryant & Stratton College January
Hampton,VA,Bryant & Stratton College-Hampton,PSYC101,Principles Of Psychology,PSYC 1200,Introduction To Psychological Science,,,,Bryant & Stratton College January
