City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Potsdam,NY,Clarkson University,SB 114,Entrepreneurship & Business Innovation II,MGMT 1240,Management Professional Development 1,,,,Clarkson University Course Descriptions
Schenectady,NY,Clarkson University Capital Region Campus,SB 114,Entrepreneurship & Business Innovation II,MGMT 1240,Management Professional Development 1,,,,Clarkson University Course Descriptions
Parkville,MO,Park University,MG271,Principles Of Supervision,MGMT 1240,Management Professional Development 1,,,,Park University
Middletown,PA,Pennsylvania State Univ-Harrisburg Capital College,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Center Valley,PA,Pennsylvania State Univ-Lehigh Vly Berks-Lehigh,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Schuylkill Haven,PA,Pennsylvania State Univ-Schuylkill-Capital College,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Abington,PA,Pennsylvania State University-Abington College,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Altoona,PA,Pennsylvania State University-Altoona College,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Monaca,PA,Pennsylvania State University-Beaver,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Reading,PA,Pennsylvania State University-Berks-Lehigh Valley,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Media,PA,Pennsylvania State University-Delaware,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Dubois,PA,Pennsylvania State University-Du Bois,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Erie,PA,Pennsylvania State University-Erie Behrend College,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Lemont Furnace,PA,Pennsylvania State University-Fayette,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Hazleton,PA,Pennsylvania State University-Hazleton,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Mckeesport,PA,Pennsylvania State University-Mckeesport,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Mont Alto,PA,Pennsylvania State University-Mont Alto Campus,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Upper Burrell,PA,Pennsylvania State University-New Kensington,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Malvern,PA,Pennsylvania State University-Penn State Great Valley,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Sharon,PA,Pennsylvania State University-Shenango,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Lehman,PA,Pennsylvania State University-Wilkes-Barre,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
University Park,PA,Pennsylvania State University-World Campus,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
Dunmore,PA,Pennsylvania State University-Worthington Scranton,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
York,PA,Pennsylvania State University-York,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
University Park,PA,The Pennsylvania State University,PSU 6,First-Year Seminar Business,MGMT 1240,Management Professional Development 1,MGMT 1240 (2cr),09/01/2023,09/01/2026,Pennsylvania State University Undergraduate
