City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Washington,DC,American University,ARTS-215,The Artist’s Perspective: Sculpture Fa1,ARTS 2210,Sculpture I,,,,American University
Annandale-On-Hudson,NY,Bard College,ART 106,Sculpture I,ARTS 2210,Sculpture I,,,,Bard College
Albion,NY,Bard College - Albion Correctional Facility,ART 106,Sculpture I,ARTS 2210,Sculpture I,,,,Bard College
New York,NY,Bard College - Bard Globalization And International Affairs Program,ART 106,Sculpture I,ARTS 2210,Sculpture I,,,,Bard College
Newark,NJ,Bard College - Bhsec Newark,ART 106,Sculpture I,ARTS 2210,Sculpture I,,,,Bard College
Brooklyn,NY,Bard College - Brooklyn Public Library,ART 106,Sculpture I,ARTS 2210,Sculpture I,,,,Bard College
Napanoch,NY,Bard College - Eastern Ny Correctional Facility,ART 106,Sculpture I,ARTS 2210,Sculpture I,,,,Bard College
Beacon,NY,Bard College - Fishkill Correctional Facility,ART 106,Sculpture I,ARTS 2210,Sculpture I,,,,Bard College
Stormville,NY,Bard College - Green Haven Correctional Facility,ART 106,Sculpture I,ARTS 2210,Sculpture I,,,,Bard College
Holyoke,MA,Bard College - Holyoke Microcollege,ART 106,Sculpture I,ARTS 2210,Sculpture I,,,,Bard College
Los Angeles,CA,Bard College - Mat Program Ca,ART 106,Sculpture I,ARTS 2210,Sculpture I,,,,Bard College
New York,NY,"Bard College - New York Public Library, Countee Cullen Branch",ART 106,Sculpture I,ARTS 2210,Sculpture I,,,,Bard College
Bedford Hill,NY,Bard College - Taconic Correctional Facility,ART 106,Sculpture I,ARTS 2210,Sculpture I,,,,Bard College
Woodbourne,NY,Bard College - Woodbourne Correctional Facility,ART 106,Sculpture I,ARTS 2210,Sculpture I,,,,Bard College
Hamilton,NY,Colgate University,ARTS 263,Sculpture: Surface And Form,ARTS 2210,Sculpture I,,,,Colgate University
New York,NY,Cuny Borough Of Manhattan Community College,ART 183,Sculpture Studio I,ARTS 2210,Sculpture I,,,,CUNY Borough Of Manhattan Community College
Brookville,NY,Liu Post,ART 31,Pottery And Ceramic Sculpture 1,ARTS 2210,Sculpture I,,,,LIU Post Undergraduate
Blue Bell,PA,Montgomery County Community College,ART 245,Sculpture: Clay Modeling,ARTS 2210,Sculpture I,,,,Montgomery County Community College
Middletown,PA,Pennsylvania State Univ-Harrisburg Capital College,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Center Valley,PA,Pennsylvania State Univ-Lehigh Vly Berks-Lehigh,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Schuylkill Haven,PA,Pennsylvania State Univ-Schuylkill-Capital College,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Abington,PA,Pennsylvania State University-Abington College,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Altoona,PA,Pennsylvania State University-Altoona College,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Monaca,PA,Pennsylvania State University-Beaver,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Reading,PA,Pennsylvania State University-Berks-Lehigh Valley,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Media,PA,Pennsylvania State University-Delaware,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Dubois,PA,Pennsylvania State University-Du Bois,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Erie,PA,Pennsylvania State University-Erie Behrend College,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Lemont Furnace,PA,Pennsylvania State University-Fayette,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Hazleton,PA,Pennsylvania State University-Hazleton,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Mckeesport,PA,Pennsylvania State University-Mckeesport,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Mont Alto,PA,Pennsylvania State University-Mont Alto Campus,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Upper Burrell,PA,Pennsylvania State University-New Kensington,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Malvern,PA,Pennsylvania State University-Penn State Great Valley,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Sharon,PA,Pennsylvania State University-Shenango,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Lehman,PA,Pennsylvania State University-Wilkes-Barre,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
University Park,PA,Pennsylvania State University-World Campus,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Dunmore,PA,Pennsylvania State University-Worthington Scranton,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
York,PA,Pennsylvania State University-York,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Houston,TX,Rice University,ARTS 365,Sculpture I,ARTS 2210,Sculpture I,,,,Rice University General Announcements
Chicago,IL,School Of The Art Institute Of Chicago,SCULP 1001,Beginning Sculpture,ARTS 2210,Sculpture I,,,,School Of The Art Institute Of Chicago
New York,NY,School Of Visual Arts,FID-1430,Sculpture,ARTS 2210,Sculpture I,,,,School Of Visual Arts Registration Book
New Paltz,NY,Suny New Paltz,ARS170,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,SUNY New Paltz Undergraduate
New Paltz,NY,Suny New Paltz,ARS270,Basic Sculpture,ARTS 2210,Sculpture I,,,,SUNY New Paltz Undergraduate
Suffern,NY,Suny Rockland Community College,ART 178,Sculpture I,ARTS 2210,Sculpture I,,,,SUNY Rockland Community College
Valhalla,NY,Suny Westchester Community College,ART 105,Sculpture 1,ARTS 2210,Sculpture I,,,,SUNY Westchester Community College
University Park,PA,The Pennsylvania State University,ART 30,Introduction To Sculpture,ARTS 2210,Sculpture I,,,,Pennsylvania State University Undergraduate
Hartford,CT,Trinity College,STAR 124,Sculpture I,ARTS 2210,Sculpture I,,,,Trinity College Of Hartford
Newark,DE,University Of Delaware,ART 290,Introduction To Ceramics,ARTS 2210,Sculpture I,,,,University Of Delaware Undergraduate
