City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Adrian,MI,Adrian College,ART101,Two-Dimensional Design,ARTS 2220,Fundamentals Of 2D Design,,,,Adrian College Undergraduate
Binghamton,NY,Broome Community College,ART 105,Introduction To Two-Dimensional Design,ARTS 2220,Fundamentals Of 2D Design,,,,SUNY Broome Community College
Pittsburgh,PA,Carnegie Mellon University,62-123,Digital Media II,ARTS 2220,Fundamentals Of 2D Design,ARTS 2220 (2cr),09/01/2023,09/01/2026,Carnegie Mellon University
Montpelier,VT,Community College Of Vermont,ART 1060,Two-Dimensional Design,ARTS 2220,Fundamentals Of 2D Design,,,,Community College Of Vermont
Randolph,NJ,County College Of Morris,ART-130,Two Dimensional Design,ARTS 2220,Fundamentals Of 2D Design,,,,County College Of Morris
Monterey Park,CA,East Los Angeles College,ART 501,Beginning Two-Dimensional Design,ARTS 2220,Fundamentals Of 2D Design,,,,East Los Angeles College
Flagstaff,AZ,Northern Arizona University,ART 150,Two-Dimen Design Fundamentals,ARTS 2220,Fundamentals Of 2D Design,,,,Northern Arizona University Undergraduate And Graduate Course Descriptions
Toms River,NJ,Ocean County College,ARTS 184,Two-Dimensional Design,ARTS 2220,Fundamentals Of 2D Design,,,,Ocean County College
Santa Monica,CA,Santa Monica College,ART 10A,Design I,ARTS 2220,Fundamentals Of 2D Design,This course will transfer 4 credits to RPI.,01/01/2024,01/01/2027,Santa Monica College
Chicago,IL,School Of The Art Institute Of Chicago,FIRYR 1001,2-D/Stu Dio,ARTS 2220,Fundamentals Of 2D Design,,,,School Of The Art Institute Of Chicago
Shoreline,WA,Shoreline Community College,ART 109,Two-Dimensional Design,ARTS 2220,Fundamentals Of 2D Design,,,,Shoreline Community College
Seattle,WA,"Shoreline Community College - Cnc Machinists Program , Georgetown Ssc",ART 109,Two-Dimensional Design,ARTS 2220,Fundamentals Of 2D Design,,,,Shoreline Community College
Seattle,WA,Shoreline Community College - Dental Hygiene,ART 109,Two-Dimensional Design,ARTS 2220,Fundamentals Of 2D Design,,,,Shoreline Community College
Selden,NY,Suffolk County Community College-Ammerman Campus,ART130,2D Design,ARTS 2220,Fundamentals Of 2D Design,,,,Suffolk County Community College
Selden,NY,Suffolk County Community College-Central Report,ART130,2D Design,ARTS 2220,Fundamentals Of 2D Design,,,,Suffolk County Community College
Riverhead,NY,Suffolk County Community College-Eastern Campus,ART130,2D Design,ARTS 2220,Fundamentals Of 2D Design,,,,Suffolk County Community College
Brentwood,NY,Suffolk County Community College-Western Campus,ART130,2D Design,ARTS 2220,Fundamentals Of 2D Design,,,,Suffolk County Community College
Vestal,NY,Suny At Binghamton,ARTS 210,Graphic Design I,ARTS 2220,Fundamentals Of 2D Design,,,,SUNY Binghamton University
Suffern,NY,Suny Rockland Community College,ART 164,2D Design,ARTS 2220,Fundamentals Of 2D Design,,,,SUNY Rockland Community College
College Station,TX,Texas A & M University,ARTS 103,Design I,ARTS 2220,Fundamentals Of 2D Design,,,,Texas A & M University College Station
Bryan,TX,Texas A & M University Health Science Center,ARTS 103,Design I,ARTS 2220,Fundamentals Of 2D Design,,,,Texas A & M University College Station
Galveston,TX,Texas A & M University-Galveston,ARTS 103,Design I,ARTS 2220,Fundamentals Of 2D Design,,,,Texas A & M University College Station
Atlanta,GA,The Art Institute Of Atlanta,ART 122,2D Design,ARTS 2220,Fundamentals Of 2D Design,,,,The Art Institute
Charleston,SC,The Art Institute Of Charleston,ART 122,2D Design,ARTS 2220,Fundamentals Of 2D Design,,,,The Art Institute
Nashville,TN,The Art Institute Of Tennessee,ART 122,2D Design,ARTS 2220,Fundamentals Of 2D Design,,,,The Art Institute
Virginia Beach,VA,The Art Institute Of Virginia Beach,ART 122,2D Design,ARTS 2220,Fundamentals Of 2D Design,,,,The Art Institute
Arlington,VA,The Art Institute Of Washington,ART 122,2D Design,ARTS 2220,Fundamentals Of 2D Design,,,,The Art Institute
Sterling,VA,The Art Institute Of Washington-Dulles,ART 122,2D Design,ARTS 2220,Fundamentals Of 2D Design,,,,The Art Institute
Albany,NY,The College Of Saint Rose,ART 230,Computer Graphics,ARTS 2220,Fundamentals Of 2D Design,,,,College Of Saint Rose Undergraduate Studies
