City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Queensbury,NY,Adirondack Community College,EGR 207,Mechanics I - Statics,ENGR 1100,Introduction To Engineering Analysis,Transfers as 3 credits,01/01/2024,01/01/2029,SUNY Adirondack Community College
Cairo, ,American University In Cairo,ENGR 2102,Engineering Mechanics I (Statics),ENGR 1100,Introduction To Engineering Analysis,,,,American University In Cairo
Beirut, ,American University Of Beirut,CIVE 210,Statics,ENGR 1100,Introduction To Engineering Analysis,,,,American University Of Beirut Undergraduate
Pittsfield,MA,Berkshire Community College,ENT 212,Statics,ENGR 1100,Introduction To Engineering Analysis,Transfer as 3 credits,01/01/2021,01/01/2026,Berkshire Community College
Lincroft,NJ,Brookdale Community College,ENGI101,Engineering Mechanics I,ENGR 1100,Introduction To Engineering Analysis,Transfers as 3 credits,01/01/2022,01/01/2027,Brookdale Community College
Binghamton,NY,Broome Community College,EGR 281,Mechanics (Statics),ENGR 1100,Introduction To Engineering Analysis,Transfer as 3 credits,01/01/2021,01/01/2026,SUNY Broome Community College
Washington,DC,Catholic University Of America,ENGR 201,Engineering Mechanics I,ENGR 1100,Introduction To Engineering Analysis,,,,Catholic University Of America Course Descriptions
Enfield,CT,Connecticut State Community College Asnuntuck Campus,EGR 2211,Engineering Statics,ENGR 1100,Introduction To Engineering Analysis,ENGR 1100 (3cr),09/01/2023,09/01/2026,Connecticut State Community College
Hartford,CT,Connecticut State Community College Capital Campus,EGR 2211,Engineering Statics,ENGR 1100,Introduction To Engineering Analysis,ENGR 1100 (3cr),09/01/2023,09/01/2026,Connecticut State Community College
New Haven,CT,Connecticut State Community College Gateway Campus,EGR 2211,Engineering Statics,ENGR 1100,Introduction To Engineering Analysis,ENGR 1100 (3cr),09/01/2023,09/01/2026,Connecticut State Community College
Bridgeport,CT,Connecticut State Community College Housatonic Campus,EGR 2211,Engineering Statics,ENGR 1100,Introduction To Engineering Analysis,ENGR 1100 (3cr),09/01/2023,09/01/2026,Connecticut State Community College
Bridgeport,CT,Connecticut State Community College Housatonic Campus,EGR* E211,Engineering Statics,ENGR 1100,Introduction To Engineering Analysis,Transfers as 3 credits,01/01/2022,01/01/2027,Housatonic Community College
Manchester,CT,Connecticut State Community College Manchester Campus,EGR 2211,Engineering Statics,ENGR 1100,Introduction To Engineering Analysis,ENGR 1100 (3cr),09/01/2023,09/01/2026,Connecticut State Community College
Middletown,CT,Connecticut State Community College Middlesex Campus,EGR 2211,Engineering Statics,ENGR 1100,Introduction To Engineering Analysis,ENGR 1100 (3cr),09/01/2023,09/01/2026,Connecticut State Community College
Waterbury,CT,Connecticut State Community College Naugatuck Campus,EGR 2211,Engineering Statics,ENGR 1100,Introduction To Engineering Analysis,ENGR 1100 (3cr),09/01/2023,09/01/2026,Connecticut State Community College
Waterbury,CT,Connecticut State Community College Naugatuck Campus,EGR* H211,Engineering Statics,ENGR 1100,Introduction To Engineering Analysis,,,,Naugatuck Valley Community College
Waterbury,CT,Connecticut State Community College Naugatuck Campus,MEC*H108,Statics,ENGR 1100,Introduction To Engineering Analysis,,,,Naugatuck Valley Community College
Winsted,CT,Connecticut State Community College Northwestern Campus,EGR 2211,Engineering Statics,ENGR 1100,Introduction To Engineering Analysis,ENGR 1100 (3cr),09/01/2023,09/01/2026,Connecticut State Community College
Norwalk,CT,Connecticut State Community College Norwalk Campus,EGR 2211,Engineering Statics,ENGR 1100,Introduction To Engineering Analysis,ENGR 1100 (3cr),09/01/2023,09/01/2026,Connecticut State Community College
Danielson,CT,Connecticut State Community College Quinebaug Valley Campus,EGR 2211,Engineering Statics,ENGR 1100,Introduction To Engineering Analysis,ENGR 1100 (3cr),09/01/2023,09/01/2026,Connecticut State Community College
Norwich,CT,Connecticut State Community College Three Rivers Campus,EGR 2211,Engineering Statics,ENGR 1100,Introduction To Engineering Analysis,ENGR 1100 (3cr),09/01/2023,09/01/2026,Connecticut State Community College
Farmington,CT,Connecticut State Community College Tunxis Campus,EGR 2211,Engineering Statics,ENGR 1100,Introduction To Engineering Analysis,ENGR 1100 (3cr),09/01/2023,09/01/2026,Connecticut State Community College
Corning,NY,Corning Community College,ENGR 2110,Engineering Mechanics I,ENGR 1100,Introduction To Engineering Analysis,,01/01/2022,01/01/2027,Corning Community College
Randolph,NJ,County College Of Morris,ENR-223,Engineering Mechanics I (Statics),ENGR 1100,Introduction To Engineering Analysis,Transfers as 3 credits,01/01/2022,01/01/2027,County College Of Morris
