City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Garden City,NY,Adelphi University,CHE111,General Chemistry I,CHEM 1100,Chemistry I,,,,Adelphi University Undergraduate And Graduate Courses
Queensbury,NY,Adirondack Community College,CHM 111,General Chemistry I,CHEM 1100,Chemistry I,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,CHM 104B + CHM 111,Organic And Biological Chemistry Laboratory + General Chemistry I,CHEM 1100,Chemistry I,,,,SUNY Adirondack Community College
Albany,NY,Albany College Of Pharmacy And Health Sciences,CHE 101,General Chemistry I,CHEM 1100,Chemistry I,,,,Albany College Of Pharmacy And Health Sciences
Alfred,NY,Alfred University,CHEM 105 + CHEM 105L,General Chemistry I + General Chemistry I Laboratory,CHEM 1100,Chemistry I,,,,Alfred University
Sacramento,CA,American River College,CHEM 400,General Chemistry I,CHEM 1100,Chemistry I,,,,American River College
Arnold,MD,Anne Arundel Community College,CHE 111,General Chemistry 1,CHEM 1100,Chemistry I,,,,Anne Arundel Community College
Sierra Vista,AZ,Arizona State University - Cochise,CHM 113,General Chemistry I,CHEM 1100,Chemistry I,,,,Arizona State University Course Descriptions Fall
Lake Havasu City,AZ,Arizona State University - Lake Havasu,CHM 113,General Chemistry I,CHEM 1100,Chemistry I,,,,Arizona State University Course Descriptions Fall
Mesa,AZ,Arizona State University - Mesa City Center,CHM 113,General Chemistry I,CHEM 1100,Chemistry I,,,,Arizona State University Course Descriptions Fall
Tucson,AZ,Arizona State University - Pima,CHM 113,General Chemistry I,CHEM 1100,Chemistry I,,,,Arizona State University Course Descriptions Fall
Casa Grande,AZ,Arizona State University - Pinal,CHM 113,General Chemistry I,CHEM 1100,Chemistry I,,,,Arizona State University Course Descriptions Fall
Thatcher,AZ,Arizona State University - The Gila Valley,CHM 113,General Chemistry I,CHEM 1100,Chemistry I,,,,Arizona State University Course Descriptions Fall
Prescott Valley,AZ,Arizona State University - Yavapai,CHM 113,General Chemistry I,CHEM 1100,Chemistry I,,,,Arizona State University Course Descriptions Fall
Yuma,AZ,Arizona State University - Yuma,CHM 113,General Chemistry I,CHEM 1100,Chemistry I,,,,Arizona State University Course Descriptions Fall
