City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Queensbury,NY,Adirondack Community College,EGR 210,Thermodynamics,MANE 2710 + PHYS 2000,Thermodynamics + Physics Elective,For engineering students transfers as MANE 2710 3 credits,01/01/2021,01/01/2026,SUNY Adirondack Community College
Alfred,NY,Alfred University,MECH 324,Fluid Mechanics I,MANE 2710,Thermodynamics,,01/01/2024,01/01/2029,Alfred University
Pomona,CA,California State Polytechnic University-Pomona,ME 3011,Thermodynamics,MANE 2710,Thermodynamics,,01/01/2022,01/01/2027,California State Polytechnic University Pomona
Washington,DC,Catholic University Of America,ENGR 211,Thermodynamics,MANE 2710,Thermodynamics,,,,Catholic University Of America Course Descriptions
Golden,CO,Colorado School Of Mines,MEGN361,Thermodynamics I,MANE 2710,Thermodynamics,MANE 2710 (3cr),09/01/2023,09/01/2026,Colorado School Of Mines Undergraduate
Bridgeport,CT,Connecticut State Community College Housatonic Campus,EGR* E214,Engineering Thermodynamics,MANE 2710,Thermodynamics,,01/01/2022,01/01/2027,Housatonic Community College
Norwalk,CT,Connecticut State Community College Norwalk Campus,EGR 214,Engineering Thermodynamics,MANE 2710,Thermodynamics,,01/01/2021,01/01/2025,Norwalk Community College
Long Island City,NY,Cuny Laguardia Community College,MAE219,Thermodynamics I,MANE 2710,Thermodynamics,,01/01/2020,01/01/2025,CUNY LaGuardia Community College
Brooklyn,NY,Cuny New York City College Of Technology,MECH 2430,Thermodynamics,MANE 2710,Thermodynamics,MANE 2710 (3cr),05/01/2023,05/01/2026,CUNY New York City College Of Technology Fall
Daytona Beach,FL,Embry-Riddle Aeronautical University,ES 305,Thermodynamics,MANE 2710,Thermodynamics,,01/01/2022,01/01/2027,Embry-Riddle Aeronautical University Daytona Campus
Prescott,AZ,Embry-Riddle Aeronautical University - Prescott,ES 205,Thermodynamics,MANE 2710,Thermodynamics,,,,Embry-Riddle Aeronautical University Prescott Campus
Canandaigua,NY,Finger Lakes Community College,ESC 235,Thermodynamics,MANE 2710,Thermodynamics,,01/01/2020,01/01/2025,Finger Lakes Community College
Troy,NY,Hudson Valley Community College,ENGR 222,Thermodynamics,MANE 2710,Thermodynamics,MANE 2710 (3 cr),01/01/2024,01/01/2027,Hudson Valley Community College
