City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Washington,DC,Catholic University Of America,ENGR 102,Introduction To Engineering Design And Professionalism,ENGR 2050,Introduction To Engineering Design,,,,Catholic University Of America Course Descriptions
Potsdam,NY,Clarkson University,AE 212,Introduction To Engineering Design,ENGR 2050,Introduction To Engineering Design,Transfers as 3 credits,01/01/2021,01/01/2026,Clarkson University Course Descriptions
Schenectady,NY,Clarkson University Capital Region Campus,AE 212,Introduction To Engineering Design,ENGR 2050,Introduction To Engineering Design,Transfers as 3 credits,01/01/2021,01/01/2026,Clarkson University Course Descriptions
Troy,NY,Hudson Valley Community College,ENGR 120,Introduction To Engineering Design,ENGR 2050,Introduction To Engineering Design,ENGR 2050 (3cr),09/01/2023,09/01/2026,Hudson Valley Community College
Utica,NY,Mohawk Valley Community College-Utica Branch,ES175,Engineering Science Design,ENGR 2050,Introduction To Engineering Design,ENGR 2050 ( 3 cr),09/01/2023,09/01/2026,Mohawk Valley Community College
Newark,NJ,New Jersey Institute Of Technology,FED 101,Fundamentals Of Engineering Design,ENGR 2050,Introduction To Engineering Design,Transfers as 2 credits,01/01/2022,01/01/2027,New Jersey Institute Of Technology Undergraduate
Vestal,NY,Suny At Binghamton,EDD 103 + EDD 104,Engineering Communications I + Engineering Communications II,ENGR 2050,Introduction To Engineering Design,Transfer as 3 credits,01/01/2024,01/01/2029,SUNY Binghamton University
Syracuse,NY,Suny College Of Environmental Science And Forestry,ERE 133,Introduction To Engineering Design,ENGR 2050,Introduction To Engineering Design,Transfers as 3 credits,01/01/2020,01/01/2025,SUNY College Of Environmental Science And Forestry
Sydney,NSW,The University Of New South Wales - Rpi Study Abroad,DESN 1000,Introduction To Engineering Design And Innovation,ENGR 2050,Introduction To Engineering Design,ENGR 2050 (4 credits),09/01/2023,09/01/2026,UNSW - RPI ADDED
West Point,NY,United States Military Academy,MC300,Fund Of Engr Mech And Design,ENGR 2050,Introduction To Engineering Design,Transfers as 3 credits,01/01/2021,01/01/2026,United State Military Academy Course Descriptions
Annapolis,MD,United States Naval Academy,ES200,Intro To Systems Engineering,ENGR 2050,Introduction To Engineering Design,Transfers as 3 credits,01/01/2020,01/01/2025,United States Naval Academy Course Descriptions
West Hartford,CT,University Of Hartford,ES 143P + ES 242P,Engineering And Design + Engineering By Design,ENGR 2050,Introduction To Engineering Design,Transfers as 3 credits,01/01/2022,01/01/2027,University Of Hartford Undergraduate
Dearborn,MI,University Of Michigan-Dearborn,ENGR 100,Introduction To Engineering And Engineering Design,ENGR 2050,Introduction To Engineering Design,3 Credits will be transferred.,05/01/2023,05/01/2026,University Of Michigan Dearborn
