City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Garden City,NY,Adelphi University,GEN110,First Year Seminar,IHSS 1000,Interdisciplinary Studies Elective,,,,Adelphi University Undergraduate And Graduate Courses
Queensbury,NY,Adirondack Community College,HUM 190,"Humanities Seminar-Art, Music, Theater",IHSS 1000,Interdisciplinary Studies Elective,,,,SUNY Adirondack Community College
Albany,NY,Albany College Of Pharmacy And Health Sciences,HUM 110,Humanities I,IHSS 1000,Interdisciplinary Studies Elective,,,,Albany College Of Pharmacy And Health Sciences
Albany,NY,Albany College Of Pharmacy And Health Sciences,HUM 120,Humanities II,IHSS 1000,Interdisciplinary Studies Elective,,,,Albany College Of Pharmacy And Health Sciences
Washington,DC,American University,CORE-101,Au Experience I,IHSS 1000,Interdisciplinary Studies Elective,,,,American University
Washington,DC,American University,CORE-105,Complex Problems Seminar,IHSS 1000,Interdisciplinary Studies Elective,,,,American University
Washington,DC,American University,CORE-200,Au Experience II,IHSS 1000,Interdisciplinary Studies Elective,,,,American University
Cairo, ,American University In Cairo,CORE 1010,Freshman Seminar,IHSS 1000,Interdisciplinary Studies Elective,,,,American University In Cairo
Arnold,MD,Anne Arundel Community College,HEA 111,Personal And Community Health,IHSS 1000,Interdisciplinary Studies Elective,IHSS 1000 (3 cr),05/01/2023,05/01/2026,Anne Arundel Community College
Wellesley,MA,Babson College,AHS1000,Ahs Justice And Inequality,IHSS 1000,Interdisciplinary Studies Elective,,,,Babson College Undergraduate Course Descriptions
Wellesley,MA,Babson College,NST1030,Electronics,IHSS 1000,Interdisciplinary Studies Elective,,,,Babson College Undergraduate Course Descriptions
Annandale-On-Hudson,NY,Bard College,FILM 109,Aesthetics Of Film,IHSS 1000,Interdisciplinary Studies Elective,,,,Bard College
Albion,NY,Bard College - Albion Correctional Facility,FILM 109,Aesthetics Of Film,IHSS 1000,Interdisciplinary Studies Elective,,,,Bard College
New York,NY,Bard College - Bard Globalization And International Affairs Program,FILM 109,Aesthetics Of Film,IHSS 1000,Interdisciplinary Studies Elective,,,,Bard College
Newark,NJ,Bard College - Bhsec Newark,FILM 109,Aesthetics Of Film,IHSS 1000,Interdisciplinary Studies Elective,,,,Bard College
