City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Alfred,NY,Alfred University,CEMS 235,Thermodynamics Of Materials,MTLE 4100,Thermodynamics Of Materials,,,,Alfred University
Alfred Station,NY,New York State College Of Ceramics At Alfred University,CEMS 235,Thermodynamics Of Materials,MTLE 4100,Thermodynamics Of Materials,,,,Alfred University
