City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Queensbury,NY,Adirondack Community College,COM 184,Video Titling And Graphics,COMM 2000,Communication Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,COM 201,Introduction To Media Writing,COMM 2000,Communication Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,COM 202,Broadcast Sales And Management,COMM 2000,Communication Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,COM 203,Communication Law,COMM 2000,Communication Elective,,,,SUNY Adirondack Community College
Sacramento,CA,American River College,SPEECH 301,Public Speaking,COMM 2000,Communication Elective,,,,American River College
Sacramento,CA,American River College,SPEECH 331,Group Discussion,COMM 2000,Communication Elective,,,,American River College
Washington,DC,American University,SISU-130,Intercultural Understanding Fa3,COMM 2000,Communication Elective,,,,American University
Bellevue,WA,Bellevue College,CMST 136,Writing For The Web,COMM 2000,Communication Elective,,,,Bellevue College
Bellevue,WA,Bellevue College,CMST 280,Intercultural Communication,COMM 2000,Communication Elective,,,,Bellevue College
Paramus,NJ,Bergen Community College,INF-253,Technical Communications,COMM 2000,Communication Elective,,,,Bergen Community College
Binghamton,NY,Broome Community College,ENG 220,Communicating About Ideas And Values,COMM 2000,Communication Elective,,,,SUNY Broome Community College
Buffalo,NY,Canisius College,CSC 108,Introduction To Web Computing,COMM 2000,Communication Elective,,,,Canisius College Undergraduate
Buffalo,NY,Canisius College,DMA 215,Digital Media Culture,COMM 2000,Communication Elective,,,,Canisius College Undergraduate
Castleton,VT,Castleton University,COM 2140,"Race, Gender And Sexuality In Media",COMM 2000,Communication Elective,,,,Castleton University Undergraduate
Castleton,VT,Castleton University,COM 2160,International Communication,COMM 2000,Communication Elective,,,,Castleton University Undergraduate
Castleton,VT,Castleton University,COM 2170,Podcasting And Audio Storytelling,COMM 2000,Communication Elective,,,,Castleton University Undergraduate
Bend,OR,Central Oregon Community College,SP 218,Interpersonal Communication,COMM 2000,Communication Elective,,,,Central Oregon Community College
Potsdam,NY,Clarkson University,COMM 310,Mass Media And Society,COMM 2000,Communication Elective,,,,Clarkson University Course Descriptions
Schenectady,NY,Clarkson University Capital Region Campus,COMM 310,Mass Media And Society,COMM 2000,Communication Elective,,,,Clarkson University Course Descriptions
Chicopee,MA,College Of Our Lady Of The Elms,ENG 101,Rhetoric,COMM 2000,Communication Elective,,,,Elms College
San Mateo,CA,College Of San Mateo,SPCH 150,Intercultural Communication,COMM 2000,Communication Elective,,,,College Of San Mateo
Wooster,OH,College Of Wooster,THTD 10200,Foundations Of Theatrical Design,COMM 2000,Communication Elective,,,,College Of Wooster
Montpelier,VT,Community College Of Vermont,ART 1111,Graphic Design I,COMM 2000,Communication Elective,,,,Community College Of Vermont
Montpelier,VT,Community College Of Vermont,ART 2226,Multimedia & Graphic Design Project Management,COMM 2000,Communication Elective,,,,Community College Of Vermont
Montpelier,VT,Community College Of Vermont,ENG 2050,Global Issues In The Media,COMM 2000,Communication Elective,,,,Community College Of Vermont
Mount Vernon,IA,Cornell College,COM 121,Speech Communication,COMM 2000,Communication Elective,,,,Cornell College
New York,NY,Cuny Hunter College,CLA 11000,The Greek And Latin Roots Of English,COMM 2000,Communication Elective,,,,CUNY Hunter College Undergraduate
Brooklyn,NY,Cuny Kingsborough Community College,MCM 3000,Mass Media,COMM 2000,Communication Elective,COMM 2000 (3cr),01/01/2024,01/01/2027,CUNY Kingsborough Community College
Bayside,NY,Cuny Queensborough Community College,SP211,Speech Communication,COMM 2000,Communication Elective,,,,CUNY Queensborough Community College
Daytona Beach,FL,Daytona State College,SPC 2608,Oral Communications/Research/Presentation Skills,COMM 2000,Communication Elective,,,,Daytona State College
Philadelphia,PA,Drexel University,COM 310,Technical Communication,COMM 2000,Communication Elective,,,,Drexel University Undergraduate
Poughkeepsie,NY,Dutchess Community College,ART 163,Design For The Internet,COMM 2000,Communication Elective,,,,Dutchess Community College
Poughkeepsie,NY,Dutchess Community College,ART 263,Advanced Design For The Internet,COMM 2000,Communication Elective,,,,Dutchess Community College
Poughkeepsie,NY,Dutchess Community College,ART140,Foundations Of Graphic Design,COMM 2000,Communication Elective,,,,Dutchess Community College
Poughkeepsie,NY,Dutchess Community College,ART141,Calligraphy I,COMM 2000,Communication Elective,,,,Dutchess Community College
Poughkeepsie,NY,Dutchess Community College,ART142,Graphic Design II,COMM 2000,Communication Elective,,,,Dutchess Community College
Poughkeepsie,NY,Dutchess Community College,ART145,Graphic Design: Layout And Typography,COMM 2000,Communication Elective,,,,Dutchess Community College
Poughkeepsie,NY,Dutchess Community College,ART147,Graphic Design: Digital Illustration,COMM 2000,Communication Elective,,,,Dutchess Community College
Poughkeepsie,NY,Dutchess Community College,ART241,Calligraphy II,COMM 2000,Communication Elective,,,,Dutchess Community College
Poughkeepsie,NY,Dutchess Community College,COM240,History Of World Mass Communication,COMM 2000,Communication Elective,,,,Dutchess Community College
Beverly,MA,Endicott College,CMM 107,Media And Culture II,COMM 2000,Communication Elective,COMM 2000 (3cr),09/01/2023,09/01/2026,Endicott College
Beverly,MA,Endicott College,CMM 203,Public Relations,COMM 2000,Communication Elective,COMM 2000 (3cr),09/01/2023,09/01/2026,Endicott College
Miami,FL,Florida International University,SPC 3210,Communication Theory,COMM 2000,Communication Elective,,,,Florida International University Undergraduate
Miami,FL,Florida International University,SPC 3425,Small Group Communication,COMM 2000,Communication Elective,,,,Florida International University Undergraduate
Miami,FL,Florida International University,SPC 3540,Persuasion,COMM 2000,Communication Elective,,,,Florida International University Undergraduate
Miami,FL,Florida International University,SPC 3711,Gender And Communication,COMM 2000,Communication Elective,,,,Florida International University Undergraduate
Jacksonville,FL,Florida State College At Jacksonville,SPC 2600,Fundamentals Of Public Speaking,COMM 2000,Communication Elective,,,,Florida Community College At Jacksonville
Jacksonville,FL,Florida State College At Jacksonville,SPC 2608,Fundamentals Of Public Speaking,COMM 2000,Communication Elective,,,,Florida State College At Jacksonville
Los Altos Hills,CA,Foothill College,F A 1,Introduction To Popular Culture,COMM 2000,Communication Elective,,,,Foothill College
Los Altos Hills,CA,Foothill College,SPCH 10,"Gender, Communication & Culture",COMM 2000,Communication Elective,,,,Foothill College
Rindge,NH,Franklin Pierce University,TH180,Public Speaking,COMM 2000,Communication Elective,,,,Franklin Pierce University
Batavia,NY,Genesee Community College,ENG214,Introduction To Creative Writing,COMM 2000,Communication Elective,,,,Genesee Community College
Fairfax,VA,George Mason University,HNRS 110,Principles Of Research And Inquiry,COMM 2000,Communication Elective,,,,George Mason University
Auburn,WA,Green River College,CMST& 210,Interpersonal Communication,COMM 2000,Communication Elective,,,,Green River College
Herkimer,NY,Herkimer County Community College,EN 225,Public Speaking,COMM 2000,Communication Elective,,,,Herkimer County Community College
