City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Binghamton,NY,Broome Community College,EGR 284,Materials Science,ENGR 1600,Materials Science,Transfer as 3 credits,01/01/2021,01/01/2026,SUNY Broome Community College
Cleveland,OH,Case Western Reserve University,ENGR 145,Chemistry Of Materials,ENGR 1600,Materials Science,,01/01/2022,01/01/2027,Case Western Reserve University
Corning,NY,Corning Community College,ENGR 2150,Theory & Properties Of Material,ENGR 1600,Materials Science,Transfers as 3 credits,01/01/2022,01/01/2027,Corning Community College
Poughkeepsie,NY,Dutchess Community College,ENR207,Engineering Materials Science,ENGR 1600,Materials Science,,01/01/2021,01/01/2026,Dutchess Community College
Melbourne,FL,Florida Institute Of Technology-Florida Tech Online,CHE 3260,Materials Science And Engineering,ENGR 1600,Materials Science,ENGR 1600 (3 cr),01/01/2024,01/01/2027,Florida Institute Of Technology
Melbourne,FL,Florida Institute Of Technology-Melbourne,CHE 3260,Materials Science And Engineering,ENGR 1600,Materials Science,ENGR 1600 (3 cr),01/01/2024,01/01/2027,Florida Institute Of Technology
Troy,NY,Hudson Valley Community College,ENGR 215,Engineering Materials,ENGR 1600,Materials Science,ENGR 1600 (4 cr),01/01/2024,01/01/2027,Hudson Valley Community College
Montreal,QC,Mcgill University,CIVE 202,Construction Materials,ENGR 1600,Materials Science,,,,Mcgill University Course Descriptions
Utica,NY,Mohawk Valley Community College-Utica Branch,MT209,Materials Science,ENGR 1600,Materials Science,Transfers as 3 credits,01/01/2021,01/01/2026,Mohawk Valley Community College
Middletown,NY,Orange County Community College,EGR 218,Materials Science,ENGR 1600,Materials Science,Transfers as 3 credits,01/01/2021,01/01/2026,SUNY Orange County Community College
Rochester,NY,Rochester Institute Of Technology,MCET-110 + MCET-210,Foundations Of Metals + Foundations Of Non-Metallic Materials,ENGR 1600,Materials Science,MCET-110 and MCET-210 = ENGR 1600 4 credits,01/01/2021,01/01/2026,Rochester Institute Of Technology Undergraduate
Loudonville,NY,Siena College,APHY - 160,Materials Science,ENGR 1600,Materials Science,Transfers as 3 credits,01/01/2022,01/01/2027,Siena College Undergraduate
Springfield,MA,Springfield Technical Community College,EGR-111,Intro Materials Science And Engr,ENGR 1600,Materials Science,Transfers as 3 credits,01/01/2021,01/01/2026,Springfield Technical Community College
Stony Brook,NY,Stony Brook University,ESG 332,Materials Science I: Structure And Properties Of Materials,ENGR 1600,Materials Science,ENGR 1600 (3cr),09/01/2023,09/01/2026,SUNY Stony Brook Undergraduate Bulletin And Course Descriptions Fall
Canton,NY,Suny Canton College Of Technology,ENGS 205,Materials Science,ENGR 1600,Materials Science,Transfers as 3 credits,01/01/2021,01/01/2026,SUNY Canton College Of Technology
New Paltz,NY,Suny New Paltz,EGM221,Engineering Materials,ENGR 1600,Materials Science,Transfers as 3 credits,01/01/2021,01/01/2026,SUNY New Paltz Undergraduate
Stone Ridge,NY,Suny Ulster County Community College,ENR 206,Engineering Materials,ENGR 1600,Materials Science,Transfers as 3 credits,01/01/2021,01/01/2026,SUNY Ulster County Community College
Christchurch 1, ,University Of Canterbury,ENME 307,Performance Of Engineering Materials,ENGR 1600,Materials Science,,01/01/2024,01/01/2029,University Of Canterbury Course Catalogue
Melbourne,VC,University Of Melbourne - Rpi Study Abroad,MCEN 30017,Mechanics & Materials,ENGR 1600,Materials Science,ENGR 1600 (3 credits),09/01/2023,09/01/2026,University Of Melbourne - RPI Added
Dearborn,MI,University Of Michigan-Dearborn,ENGR 250,Principles Of Eng Materials,ENGR 1600,Materials Science,3 Credits will be transferred.,05/01/2023,05/01/2026,University Of Michigan Dearborn
West Haven,CT,University Of New Haven,EASC 2213,Materials In Engineering Systems,ENGR 1600,Materials Science,Transfers as 3 credits,01/01/2022,01/01/2027,University Of New Haven Undergraduate
Toronto,ON,University Of Toronto,MSE270H1,Materials Science,ENGR 1600,Materials Science,,,,University Of Toronto Faculty Of Applied Science And Engineering
Madison,WI,University Of Wisconsin-Madison,M S & E 350,Introduction To Materials Science,ENGR 1600,Materials Science,ENGR 1600 (3cr),05/01/2023,05/01/2026,University Of Wisconsin Madison Course Descriptions
Worcester,MA,Worcester Polytechnic Institute,ES 2001,Introduction To Materials Science,ENGR 1600,Materials Science,Only 3 credits will transfer.,05/01/2023,05/01/2026,Worcester Polytechnic Institute Undergraduate
Toronto,ON,York University - Rpi Study Abroad,CIVL 2120,Civil Engineering Materials,ENGR 1600,Materials Science,,09/01/2023,09/01/2026,YORK U - RPI ADDED
