City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Caro,MI,Davenport University,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Detroit,MI,Davenport University - Detroit,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Dimondale,MI,Davenport University - Treasury Site Dimondale,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Belleville,MI,Davenport University - Wayne Cccd,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Battle Creek,MI,Davenport University-Battle Creek Location,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Flint,MI,Davenport University-Flint Location,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Grand Rapids,MI,Davenport University-Grand Rapids Downtown,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Holland,MI,Davenport University-Holland Location,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Kalamazoo,MI,Davenport University-Kalamazoo Location,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Lansing,MI,Davenport University-Lansing Location,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Livonia,MI,Davenport University-Livonia Location,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Midland,MI,Davenport University-Midland Location,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Saginaw,MI,Davenport University-Saginaw Location,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Traverse City,MI,Davenport University-Traverse City Location,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Grand Rapids,MI,Davenport University-W.A. Lettinga Main Campus,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Warren,MI,Davenport University-Warren Location,ECON200 + ECON201,Microeconomics + Macroeconomics,ECON 1000 + IHSS 1200,Economics Elective + Principles Of Economics,,,,Davenport University Undergraduate
Livonia,MI,Schoolcraft College,ECON 201 + ECON 202,Principles Of Macroeconomics + Principles Of Microeconomics,IHSS 1000 + IHSS 1200,Interdisciplinary Studies Elective + Principles Of Economics,,,,Schoolcraft College
