City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Queensbury,NY,Adirondack Community College,CIS 144 + CIS 243,Intermediate Programming In A Windows Environment + Data Structures And Objects In C++,CSCI 1100,Computer Science I,CSCI 1100 (4 cr),01/01/2024,01/01/2027,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,CIS 243,Data Structures And Objects In C++,CSCI 1100,Computer Science I,,,,SUNY Adirondack Community College
Washington,DC,American University,CSC-280 + CSC-281,Introduction To Computer Science I + Introduction To Computer Science II,CSCI 1000 + CSCI 1100,Computer Science Elective + Computer Science I,,,,American University
Cairo, ,American University In Cairo,CSCE 1001,Fundamentals Of Computing I,CSCI 1100,Computer Science I,,,,American University In Cairo
Arnold,MD,Anne Arundel Community College,CTP 150,Computer Science 1,CSCI 1100,Computer Science I,,,,Anne Arundel Community College
Boone,NC,Appalachian State University,CS 1440,Computer Science I,CSCI 1100,Computer Science I,,,,Appalachian State University Undergraduate
Sierra Vista,AZ,Arizona State University - Cochise,CSE 110 + CSE 205,Principles Of Programming + Object-Oriented Programming And Data Structures,CSCI 1100,Computer Science I,,,,Arizona State University Course Descriptions Fall
Lake Havasu City,AZ,Arizona State University - Lake Havasu,CSE 110 + CSE 205,Principles Of Programming + Object-Oriented Programming And Data Structures,CSCI 1100,Computer Science I,,,,Arizona State University Course Descriptions Fall
Mesa,AZ,Arizona State University - Mesa City Center,CSE 110 + CSE 205,Principles Of Programming + Object-Oriented Programming And Data Structures,CSCI 1100,Computer Science I,,,,Arizona State University Course Descriptions Fall
Tucson,AZ,Arizona State University - Pima,CSE 110 + CSE 205,Principles Of Programming + Object-Oriented Programming And Data Structures,CSCI 1100,Computer Science I,,,,Arizona State University Course Descriptions Fall
Casa Grande,AZ,Arizona State University - Pinal,CSE 110 + CSE 205,Principles Of Programming + Object-Oriented Programming And Data Structures,CSCI 1100,Computer Science I,,,,Arizona State University Course Descriptions Fall
Thatcher,AZ,Arizona State University - The Gila Valley,CSE 110 + CSE 205,Principles Of Programming + Object-Oriented Programming And Data Structures,CSCI 1100,Computer Science I,,,,Arizona State University Course Descriptions Fall
Prescott Valley,AZ,Arizona State University - Yavapai,CSE 110 + CSE 205,Principles Of Programming + Object-Oriented Programming And Data Structures,CSCI 1100,Computer Science I,,,,Arizona State University Course Descriptions Fall
Yuma,AZ,Arizona State University - Yuma,CSE 110 + CSE 205,Principles Of Programming + Object-Oriented Programming And Data Structures,CSCI 1100,Computer Science I,,,,Arizona State University Course Descriptions Fall
Phoenix,AZ,Arizona State University-Downtown Phoenix,CSE 110 + CSE 205,Principles Of Programming + Object-Oriented Programming And Data Structures,CSCI 1100,Computer Science I,,,,Arizona State University Course Descriptions Fall
Mesa,AZ,Arizona State University-Polytechnic,CSE 110 + CSE 205,Principles Of Programming + Object-Oriented Programming And Data Structures,CSCI 1100,Computer Science I,,,,Arizona State University Course Descriptions Fall
Scottsdale,AZ,Arizona State University-Skysong,CSE 110 + CSE 205,Principles Of Programming + Object-Oriented Programming And Data Structures,CSCI 1100,Computer Science I,,,,Arizona State University Course Descriptions Fall
