City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Queensbury,NY,Adirondack Community College,EGR 222,Circuit Analysis,ECSE 2010,Electric Circuits,,01/01/2022,01/01/2027,SUNY Adirondack Community College
Beijing, ,Beijing Institute Of Technology - Rpi Study Abroad,ELEC 01 + ENGR 01,Analog Circuit Basic Experiment + Fundamentals Of Circuit Analysis,ECSE 2010,Electric Circuits,,09/01/2023,09/01/2026,BEIJING INST OF TECH - RPI ADDED
Lincroft,NJ,Brookdale Community College,ENGI252,Principles Of Ee III (Circuits),ECSE 2010,Electric Circuits,,,,Brookdale Community College
Binghamton,NY,Broome Community College,EGR 285,Electrical Circuits,ECSE 2010,Electric Circuits,Transfer as 3 credits,01/01/2021,01/01/2026,SUNY Broome Community College
Cleveland,OH,Case Western Reserve University,ENGR 210,Introduction To Circuits And Instrumentation,ECSE 2010,Electric Circuits,,01/01/2022,01/01/2027,Case Western Reserve University
Corning,NY,Corning Community College,ENGR 2180,Engineering Circuit Analysis,ECSE 2010,Electric Circuits,Transfers as 3 credits,01/01/2022,01/01/2027,Corning Community College
Bronx,NY,Cuny Hostos Community College,ENGR 20400,Electrical Circuits,ECSE 2010,Electric Circuits,Transfers as 3 credits,01/01/2022,01/01/2027,CUNY Hostos Community College
Poughkeepsie,NY,Dutchess Community College,ELT105 + ELT106,Dc Circuits + Ac Circuits,ECSE 2010,Electric Circuits,ELT 105 + ELT 106 transfers as 3 credits ECSE 2010,01/01/2024,01/01/2029,Dutchess Community College
Poughkeepsie,NY,Dutchess Community College,ENR201,Introduction To Electrical Circuits And Networks,ECSE 2010,Electric Circuits,,01/01/2021,01/01/2026,Dutchess Community College
Ypsilanti,MI,Eastern Michigan University,EECE 212,Engineering Circuit Analysis I,ECSE 2010,Electric Circuits,Transfers as 3 credits,01/01/2021,01/01/2026,Eastern Michigan University Undergraduate
Newark,NJ,Essex County College,ELC 115,Electric Circuits: Dc And Ac,ECSE 2010,Electric Circuits,Transfers as 3 credits,01/01/2022,01/01/2027,Essex County College
Troy,NY,Hudson Valley Community College,ENGR 225,Electric Circuits,ECSE 2010,Electric Circuits,ECSE 2010 (4cr),09/01/2023,09/01/2026,Hudson Valley Community College
Utica,NY,Mohawk Valley Community College-Utica Branch,ES291,Electrical Circuits 1,ECSE 2010,Electric Circuits,ECSE 2010 (4 cr),09/01/2023,09/01/2026,Mohawk Valley Community College
Rochester,NY,Monroe Community College,ENR 253,Circuit Analysis 1,ECSE 2010,Electric Circuits,ECSE 2010 (4 cr),01/01/2024,01/01/2027,Monroe Community College
Morrisville,NY,Morrisville State College,ENGR 210,Electrical Systems,ECSE 2010,Electric Circuits,,,,SUNY Morrisville State College
Garden City,NY,Nassau Community College,ENS 225,Engineering Circuit Analysis I,ECSE 2010,Electric Circuits,,01/01/2021,01/01/2026,Nassau Community College
Haverhill,MA,Northern Essex Community College,EST231,Engineering Circuit Analysis I,ECSE 2010,Electric Circuits,ECSE 2010 (4 cr),01/01/2024,01/01/2027,Northern Essex Community College
Middletown,NY,Orange County Community College,EGR 212,Circuit Theory,ECSE 2010,Electric Circuits,Transfers as 3 credits,01/01/2021,01/01/2026,SUNY Orange County Community College
Rochester,NY,Rochester Institute Of Technology,EEEE-281,Circuits I,ECSE 2010,Electric Circuits,ESCE 2010 (3cr),09/01/2023,09/01/2026,Rochester Institute Of Technology Undergraduate
Terre Haute,IN,Rose-Hulman Institute Of Technology,ECE 203,Dc Circuits,ECSE 2010,Electric Circuits,,01/01/2024,01/01/2029,Rose-Hulman Institute Of Technology
