City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Queensbury,NY,Adirondack Community College,MUS 141,Rock Music Ensemble,ARTS 2510,Histories Of Jazz And Improvised Music,,,,SUNY Adirondack Community College
Pittsfield,MA,Berkshire Community College,MUS-141,Introduction To Jazz,ARTS 2510,Histories Of Jazz And Improvised Music,,,,Berkshire Community College
Lincroft,NJ,Brookdale Community College,MUSI116,History Of Jazz,ARTS 2510,Histories Of Jazz And Improvised Music,,,,Brookdale Community College
Chicago,IL,Illinois Institute Of Technology,HUM 200,Topics In Humanities,ARTS 2510,Histories Of Jazz And Improvised Music,,,,Illinois Institute Of Technology Undergraduate
Oceanside,CA,Miracosta College,MUS 119,Jazz History,ARTS 2510,Histories Of Jazz And Improvised Music,,,,MiraCosta College
Rochester,NY,Monroe Community College,MUS 120,Jazz In American Society,ARTS 2510,Histories Of Jazz And Improvised Music,,,,Monroe Community College
Montclair,NJ,Montclair State University,MUGN-209,Introduction To Jazz,ARTS 2510,Histories Of Jazz And Improvised Music,,,,Montclair State University
Rockville,MD,Montgomery College,MU 133,History Of Jazz,ARTS 2510,Histories Of Jazz And Improvised Music,,,,Montgomery College
Selden,NY,Suffolk County Community College-Ammerman Campus,MUS105,History Of Jazz,ARTS 2510,Histories Of Jazz And Improvised Music,,,,Suffolk County Community College
Selden,NY,Suffolk County Community College-Central Report,MUS105,History Of Jazz,ARTS 2510,Histories Of Jazz And Improvised Music,,,,Suffolk County Community College
Riverhead,NY,Suffolk County Community College-Eastern Campus,MUS105,History Of Jazz,ARTS 2510,Histories Of Jazz And Improvised Music,,,,Suffolk County Community College
Brentwood,NY,Suffolk County Community College-Western Campus,MUS105,History Of Jazz,ARTS 2510,Histories Of Jazz And Improvised Music,,,,Suffolk County Community College
Vestal,NY,Suny At Binghamton,MUS 113,Jazz In American Music,ARTS 2510,Histories Of Jazz And Improvised Music,,,,SUNY Binghamton University
Schenectady,NY,Union College,AMU 016,Union College Chamber Choir,ARTS 2510,Histories Of Jazz And Improvised Music,,,,Union College
Schenectady,NY,Union College,AMU 132,The History Of Jazz,ARTS 2510,Histories Of Jazz And Improvised Music,,,,Union College
