City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Queensbury,NY,Adirondack Community College,GEO 114,Weather And Climate,ERTH 1000,Earth And Environmental Science Elective,,,,SUNY Adirondack Community College
Washington,DC,American University,ENVS-150,Nature Of Earth Fa5,ERTH 1000,Earth And Environmental Science Elective,,,,American University
Sierra Vista,AZ,Arizona State University - Cochise,GLG 101,Introduction To Geology I (Physical),ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Sierra Vista,AZ,Arizona State University - Cochise,GLG 101 + GLG 103,Introduction To Geology I (Physical) + Introduction To Geology I: Laboratory,ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Lake Havasu City,AZ,Arizona State University - Lake Havasu,GLG 101,Introduction To Geology I (Physical),ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Lake Havasu City,AZ,Arizona State University - Lake Havasu,GLG 101 + GLG 103,Introduction To Geology I (Physical) + Introduction To Geology I: Laboratory,ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Mesa,AZ,Arizona State University - Mesa City Center,GLG 101,Introduction To Geology I (Physical),ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Mesa,AZ,Arizona State University - Mesa City Center,GLG 101 + GLG 103,Introduction To Geology I (Physical) + Introduction To Geology I: Laboratory,ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Tucson,AZ,Arizona State University - Pima,GLG 101,Introduction To Geology I (Physical),ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Tucson,AZ,Arizona State University - Pima,GLG 101 + GLG 103,Introduction To Geology I (Physical) + Introduction To Geology I: Laboratory,ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Casa Grande,AZ,Arizona State University - Pinal,GLG 101,Introduction To Geology I (Physical),ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Casa Grande,AZ,Arizona State University - Pinal,GLG 101 + GLG 103,Introduction To Geology I (Physical) + Introduction To Geology I: Laboratory,ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Thatcher,AZ,Arizona State University - The Gila Valley,GLG 101,Introduction To Geology I (Physical),ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Thatcher,AZ,Arizona State University - The Gila Valley,GLG 101 + GLG 103,Introduction To Geology I (Physical) + Introduction To Geology I: Laboratory,ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Prescott Valley,AZ,Arizona State University - Yavapai,GLG 101,Introduction To Geology I (Physical),ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Prescott Valley,AZ,Arizona State University - Yavapai,GLG 101 + GLG 103,Introduction To Geology I (Physical) + Introduction To Geology I: Laboratory,ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Yuma,AZ,Arizona State University - Yuma,GLG 101,Introduction To Geology I (Physical),ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Yuma,AZ,Arizona State University - Yuma,GLG 101 + GLG 103,Introduction To Geology I (Physical) + Introduction To Geology I: Laboratory,ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Phoenix,AZ,Arizona State University-Downtown Phoenix,GLG 101,Introduction To Geology I (Physical),ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Phoenix,AZ,Arizona State University-Downtown Phoenix,GLG 101 + GLG 103,Introduction To Geology I (Physical) + Introduction To Geology I: Laboratory,ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Mesa,AZ,Arizona State University-Polytechnic,GLG 101,Introduction To Geology I (Physical),ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Mesa,AZ,Arizona State University-Polytechnic,GLG 101 + GLG 103,Introduction To Geology I (Physical) + Introduction To Geology I: Laboratory,ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Scottsdale,AZ,Arizona State University-Skysong,GLG 101,Introduction To Geology I (Physical),ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Scottsdale,AZ,Arizona State University-Skysong,GLG 101 + GLG 103,Introduction To Geology I (Physical) + Introduction To Geology I: Laboratory,ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Tempe,AZ,Arizona State University-Tempe,GLG 101,Introduction To Geology I (Physical),ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Tempe,AZ,Arizona State University-Tempe,GLG 101 + GLG 103,Introduction To Geology I (Physical) + Introduction To Geology I: Laboratory,ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Glendale,AZ,Arizona State University-West,GLG 101,Introduction To Geology I (Physical),ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Glendale,AZ,Arizona State University-West,GLG 101 + GLG 103,Introduction To Geology I (Physical) + Introduction To Geology I: Laboratory,ERTH 1000,Earth And Environmental Science Elective,,,,Arizona State University Course Descriptions Fall
Owosso,MI,Baker College,GEO 1110,Physical Geography,ERTH 1000,Earth And Environmental Science Elective,,,,Baker College Course Descriptions
Flint,MI,Baker College - Flint,GEO 1110,Physical Geography,ERTH 1000,Earth And Environmental Science Elective,,,,Baker College Course Descriptions
Flint,MI,Baker College Center For Graduate Studies,GEO 1110,Physical Geography,ERTH 1000,Earth And Environmental Science Elective,,,,Baker College Course Descriptions
