City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Arnold,MD,Anne Arundel Community College,COM 111,Fundamentals Of Oral Communication,WRIT 2340,Speech Communication,WRIT 2340 (3 cr),05/01/2023,05/01/2026,Anne Arundel Community College
Worcester,MA,Becker College-Worcester,ENGL2003,Public Speaking,WRIT 2340,Speech Communication,,,,Becker College
Neosho,MO,Crowder College,SPCH 101,Fundamentals Of Speech,WRIT 2340,Speech Communication,,,,Crowder College
Brooklyn,NY,Cuny Kingsborough Community College,SPE 2100,Effective Public Speaking,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,CUNY Kingsborough Community College
Long Island City,NY,Cuny Laguardia Community College,HUC106,Public Speaking,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,CUNY LaGuardia Community College
Brooklyn,NY,Cuny New York City College Of Technology,COM 1330,Public Speaking,WRIT 2340,Speech Communication,,,,CUNY New York City College Of Technology Fall
Daytona Beach,FL,Embry-Riddle Aeronautical University,COM 219,Speech,WRIT 2340,Speech Communication,WRIT 2340 (3 cr),01/01/2024,01/01/2027,Embry-Riddle Aeronautical University Daytona Campus
Newark,NJ,Essex County College,ENG 109,Effective Speech,WRIT 2340,Speech Communication,,,,Essex County College
Jacksonville,FL,Florida State College At Jacksonville,SPC 2017,Introduction To Speech Communications,WRIT 2340,Speech Communication,,,,Florida State College At Jacksonville
Ames,IA,Iowa State University,SP CM 212,Fundamentals Of Public Speaking,WRIT 2340,Speech Communication,,,,Iowa State University
Ithaca,NY,Ithaca College,CMST 11000,Public Communication,WRIT 2340,Speech Communication,,,,Ithaca College
Los Angeles,CA,Los Angeles City College,COMM 101,Public Speaking,WRIT 2340,Speech Communication,,,,Los Angeles City College
Miami,FL,Miami Dade College,SPC1017,Introduction To Communication,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Miami Dade College
Milwaukee,WI,Milwaukee School Of Engineering,GS 1003,Freshman Studies III,WRIT 2340,Speech Communication,WRIT 2340 (4 cr),05/01/2023,05/01/2026,Milwaukee School Of Engineering Undergraduate
Syracuse,NY,Onondaga Community College,COM 210,Public Speaking,WRIT 2340,Speech Communication,WRIT 2340 (3 cr),05/01/2023,05/01/2026,Onondaga Community College
Middletown,NY,Orange County Community College,COM 103,The Speaking Voice,WRIT 2340,Speech Communication,WRIT 2340 (3 cr),01/01/2024,01/01/2027,SUNY Orange County Community College
New York,NY,Pace University-New York,COM 200,Public Speaking,WRIT 2340,Speech Communication,,,,Pace University Course Descriptions
Pleasantville,NY,Pace University-Pleasantville Briarcliff,COM 200,Public Speaking,WRIT 2340,Speech Communication,,,,Pace University Course Descriptions
White Plains,NY,Pace University-White Plains,COM 200,Public Speaking,WRIT 2340,Speech Communication,,,,Pace University Course Descriptions
Paul Smiths,NY,Paul Smiths College Of Arts And Science,COM 101,Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Paul Smith'S College
Middletown,PA,Pennsylvania State Univ-Harrisburg Capital College,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Center Valley,PA,Pennsylvania State Univ-Lehigh Vly Berks-Lehigh,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Schuylkill Haven,PA,Pennsylvania State Univ-Schuylkill-Capital College,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Abington,PA,Pennsylvania State University-Abington College,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Altoona,PA,Pennsylvania State University-Altoona College,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Monaca,PA,Pennsylvania State University-Beaver,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Reading,PA,Pennsylvania State University-Berks-Lehigh Valley,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Media,PA,Pennsylvania State University-Delaware,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Dubois,PA,Pennsylvania State University-Du Bois,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Erie,PA,Pennsylvania State University-Erie Behrend College,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Lemont Furnace,PA,Pennsylvania State University-Fayette,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Hazleton,PA,Pennsylvania State University-Hazleton,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Mckeesport,PA,Pennsylvania State University-Mckeesport,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Mont Alto,PA,Pennsylvania State University-Mont Alto Campus,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Upper Burrell,PA,Pennsylvania State University-New Kensington,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Malvern,PA,Pennsylvania State University-Penn State Great Valley,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Sharon,PA,Pennsylvania State University-Shenango,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Lehman,PA,Pennsylvania State University-Wilkes-Barre,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
University Park,PA,Pennsylvania State University-World Campus,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Dunmore,PA,Pennsylvania State University-Worthington Scranton,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
York,PA,Pennsylvania State University-York,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Anderson,IN,Purdue University - Purdue Polytechnic Anderson,COM 11400,Fundamentals Of Speech Communication,WRIT 2340,Speech Communication,,,,Purdue University
Columbus,IN,Purdue University - Purdue Polytechnic Columbus,COM 11400,Fundamentals Of Speech Communication,WRIT 2340,Speech Communication,,,,Purdue University
Indianapolis,IN,Purdue University - Purdue Polytechnic Indianapolis,COM 11400,Fundamentals Of Speech Communication,WRIT 2340,Speech Communication,,,,Purdue University
Kokomo,IN,Purdue University - Purdue Polytechnic Kokomo,COM 11400,Fundamentals Of Speech Communication,WRIT 2340,Speech Communication,,,,Purdue University
Lafayette,IN,Purdue University - Purdue Polytechnic Lafayette,COM 11400,Fundamentals Of Speech Communication,WRIT 2340,Speech Communication,,,,Purdue University
New Albany,IN,Purdue University - Purdue Polytechnic New Albany,COM 11400,Fundamentals Of Speech Communication,WRIT 2340,Speech Communication,,,,Purdue University
Richmond,IN,Purdue University - Purdue Polytechnic Richmond,COM 11400,Fundamentals Of Speech Communication,WRIT 2340,Speech Communication,,,,Purdue University
South Bend,IN,Purdue University - Purdue Polytechnic South Bend,COM 11400,Fundamentals Of Speech Communication,WRIT 2340,Speech Communication,,,,Purdue University
Vincennes,IN,Purdue University - Purdue Polytechnic Vincennes,COM 11400,Fundamentals Of Speech Communication,WRIT 2340,Speech Communication,,,,Purdue University
West Lafayette,IN,Purdue University-Main Campus,COM 11400,Fundamentals Of Speech Communication,WRIT 2340,Speech Communication,,,,Purdue University
Mahwah,NJ,Ramapo College Of New Jersey,COMM 222,Public Speaking,WRIT 2340,Speech Communication,,,,Ramapo College Of New Jersey Spring Course Descriptions
Troy,NY,Russell Sage College,COM 104,Public Speaking And Presentations,WRIT 2340,Speech Communication,,,,Russell Sage College
New Paltz,NY,Suny New Paltz,CMM353,Persuasion And Social Influence,WRIT 2340,Speech Communication,,,,SUNY New Paltz Undergraduate
Suffern,NY,Suny Rockland Community College,SPE 101,Fundamentals Of Speech,WRIT 2340,Speech Communication,WRIT 2340 (3 cr),01/01/2024,01/01/2027,SUNY Rockland Community College
Suffern,NY,Suny Rockland Community College,SPE 107,Fundamentals Of Speech - Honors,WRIT 2340,Speech Communication,,,,SUNY Rockland Community College
University Park,PA,The Pennsylvania State University,CAS 100B,Effective Speech,WRIT 2340,Speech Communication,WRIT 2340 (3cr),05/01/2023,05/01/2026,Pennsylvania State University Undergraduate
Kahului,HI,University Of Hawai'i Maui College,SP 151,Personal & Public Speech,WRIT 2340,Speech Communication,,,,Maui College
Raleigh,NC,Wake Technical Community College,COM-231,Public Speaking,WRIT 2340,Speech Communication,,,,Wake Technical Community College
West Chester,PA,West Chester University Of Pennsylvania,SPK 230,Business And Professional Speech Communication,WRIT 2340,Speech Communication,,,,West Chester University Of Pennsylvania Undergraduate
