City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Queensbury,NY,Adirondack Community College,COM 151,Multi - Media Communications,COMM 1000,Communication Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,COM 172,Introduction To Telecommunications,COMM 1000,Communication Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,COM 183,Mass Communications,COMM 1000,Communication Elective,,,,SUNY Adirondack Community College
Queensbury,NY,Adirondack Community College,SPH 111,Introduction To Public Speaking,COMM 1000,Communication Elective,,,,SUNY Adirondack Community College
Adrian,MI,Adrian College,COMM102,Principles & Practices Of Public Speaking,COMM 1000,Communication Elective,,,,Adrian College Undergraduate
Albany,NY,Albany College Of Pharmacy And Health Sciences,COM 101,Academic Reading And Writing,COMM 1000,Communication Elective,,,,Albany College Of Pharmacy And Health Sciences
Albany,NY,Albany College Of Pharmacy And Health Sciences,COM 115,Principles Of Communication,COMM 1000,Communication Elective,,,,Albany College Of Pharmacy And Health Sciences
Washington,DC,American University,COMM-105,Visual Literacy Fa1,COMM 1000,Communication Elective,,,,American University
Washington,DC,American University,OGIS-130,Intercultural Understanding,COMM 1000,Communication Elective,,,,American University
Cairo, ,American University In Cairo,RHET 2220,Public Speaking,COMM 1000,Communication Elective,,,,American University In Cairo
Clarksville,TN,Austin Peay State University,COMM 1010,Fundamentals Of Public Speaking,COMM 1000,Communication Elective,,,,Austin Peay State University Undergraduate
Bakersfield,CA,Bakersfield College,SPCH 1,Speech Communication,COMM 1000,Communication Elective,,,,Bakersfield College
Waco,TX,Baylor University,BIC 1323,World Of Rhetoric II: Rhetoric In Context,COMM 1000,Communication Elective,,,,Baylor University Undergraduate
Waco,TX,Baylor University,BIC 1413,World Of Rhetoric I,COMM 1000,Communication Elective,,,,Baylor University Undergraduate
Bellevue,WA,Bellevue College,ENGL 109,Information Resources,COMM 1000,Communication Elective,,,,Bellevue College
Paramus,NJ,Bergen Community College,COM-100,Speech Communication,COMM 1000,Communication Elective,,,,Bergen Community College
Paramus,NJ,Bergen Community College,SPE-111,Speech Communication,COMM 1000,Communication Elective,,,,Bergen Community College
Pittsfield,MA,Berkshire Community College,COM 104,Introduction To Interpersonal Communication,COMM 1000,Communication Elective,,,,Berkshire Community College
Pittsfield,MA,Berkshire Community College,COM 105,Introduction To Oral Communication,COMM 1000,Communication Elective,,,,Berkshire Community College
Pittsfield,MA,Berkshire Community College,COM 106,Introduction To Oral Interpretation Of Literature,COMM 1000,Communication Elective,,,,Berkshire Community College
Pittsfield,MA,Berkshire Community College,COM 107,Introduction To Oral Communication In Business,COMM 1000,Communication Elective,,,,Berkshire Community College
Greenville,SC,Bob Jones University,SP 101,Fundamentals Of Speech,COMM 1000,Communication Elective,,,,Bob Jones University Undergraduate
Waltham,MA,Brandeis University,AMST 166b,American Political Satire,COMM 1000,Communication Elective,,,,Brandeis University
Lincroft,NJ,Brookdale Community College,JOUR101,Introduction To Journalism,COMM 1000,Communication Elective,,,,Brookdale Community College
Lincroft,NJ,Brookdale Community College,SPCH115,Public Speaking,COMM 1000,Communication Elective,,,,Brookdale Community College
Fort Lauderdale,FL,Broward College,SPC1608,Introduction To Public Speaking,COMM 1000,Communication Elective,,,,Broward College
Newtown,PA,Bucks County Community College,COMG110,Effective Speaking,COMM 1000,Communication Elective,,,,Bucks County Community College
Newtown,PA,Bucks County Community College,COMM 110,Effective Speaking,COMM 1000,Communication Elective,,,,Bucks County Community College
Bristol,PA,Bucks County Community College-Lower Bucks Campus,COMG110,Effective Speaking,COMM 1000,Communication Elective,,,,Bucks County Community College
Bristol,PA,Bucks County Community College-Lower Bucks Campus,COMM 110,Effective Speaking,COMM 1000,Communication Elective,,,,Bucks County Community College
Perkasie,PA,Bucks County Community College-Upper Bucks Campus,COMG110,Effective Speaking,COMM 1000,Communication Elective,,,,Bucks County Community College
Perkasie,PA,Bucks County Community College-Upper Bucks Campus,COMM 110,Effective Speaking,COMM 1000,Communication Elective,,,,Bucks County Community College
Boston,MA,Bunker Hill Community College,ENG-171,Oral Communication,COMM 1000,Communication Elective,,,,Bunker Hill Community College
Aptos,CA,Cabrillo College,COMM-2,Group Discussion,COMM 1000,Communication Elective,,,,Cabrillo College Course Descriptions
Aptos,CA,Cabrillo College,COMM-6,Listening,COMM 1000,Communication Elective,,,,Cabrillo College Course Descriptions
San Luis Obispo,CA,California Polytechnic State University-San Luis Obispo,COMS 101,Public Speaking,COMM 1000,Communication Elective,,,,California Polytechnic State University San Luis Obispo
San Luis Obispo,CA,California Polytechnic State University-San Luis Obispo,GRC 101,Introduction To Graphic Communication,COMM 1000,Communication Elective,COMM 1000 (3cr),05/01/2023,05/01/2026,California Polytechnic State University San Luis Obispo
Long Beach,CA,California State University-Long Beach,COMM 130,Essentials Of Public Speaking,COMM 1000,Communication Elective,,,,California State University Long Beach
West Barnstable,MA,Cape Cod Community College,COM103,Human Communication,COMM 1000,Communication Elective,,,,Cape Cod Community College
West Barnstable,MA,Cape Cod Community College,EN103,Oral Communication,COMM 1000,Communication Elective,,,,Cape Cod Community College
Castleton,VT,Castleton University,ENG 1070,Effective Speaking,COMM 1000,Communication Elective,,,,Castleton University Undergraduate
Auburn,NY,Cayuga Community College,ENGL 222,Effective Speech: Group Discussion,COMM 1000,Communication Elective,,,,Cayuga Community College
Cazenovia,NY,Cazenovia College,CM 121,Effective Speaking,COMM 1000,Communication Elective,,,,Cazenovia College
Cazenovia,NY,Cazenovia College,EN 121,Effective Speaking,COMM 1000,Communication Elective,,,,Cazenovia College
Mcpherson,KS,Central Christian College Of Kansas,CO-CO 211,Principles Of Speech,COMM 1000,Communication Elective,,,,Central Christian College Of Kansas
Norwalk,CA,Cerritos College,SPCH 100,Fundamentals Of Oral Communication,COMM 1000,Communication Elective,,,,Cerritos College
Burlington,VT,Champlain College,COM 100,Foundations Of Human Communication,COMM 1000,Communication Elective,,,,Champlain College Undergraduate
Burlington,VT,Champlain College,COR 115,Rhetoric Of Self,COMM 1000,Communication Elective,,,,Champlain College Undergraduate
Burlington,VT,Champlain College,COR 120,Concepts Of Community,COMM 1000,Communication Elective,,,,Champlain College Undergraduate
Burlington,VT,Champlain College,COR 125,The Rhetoric Of Community,COMM 1000,Communication Elective,,,,Champlain College Undergraduate
Atlanta,GA,Clark Atlanta University,CSTA 101,Fundamentals Of Speech,COMM 1000,Communication Elective,,,,Clark Atlanta University Undergraduate
Vancouver,WA,Clark College,CMST& 210,Interpersonal Communication,COMM 1000,Communication Elective,,,,Clark College
Vancouver,WA,Clark College,CMST& 220,Public Speaking,COMM 1000,Communication Elective,,,,Clark College
Kentfield,CA,College Of Marin,SPCH 122,Public Speaking,COMM 1000,Communication Elective,,,,College Of Marin
San Mateo,CA,College Of San Mateo,SPCH 100,Public Speaking,COMM 1000,Communication Elective,,,,College Of San Mateo
San Mateo,CA,College Of San Mateo,SPCH 111,Oral Interpretation I,COMM 1000,Communication Elective,,,,College Of San Mateo
San Mateo,CA,College Of San Mateo,SPCH 120,Interpersonal Communication,COMM 1000,Communication Elective,,,,College Of San Mateo
La Plata,MD,College Of Southern Maryland,COM-1010,Basic Principles Of Speech Communication,COMM 1000,Communication Elective,,,,College Of Southern Maryland
La Plata,MD,College Of Southern Maryland,COM-1250,Introduction To Interpersonal Communication,COMM 1000,Communication Elective,,,,College Of Southern Maryland
Santa Clarita,CA,College Of The Canyons,COMS 105,Fundamentals Of Public Speaking,COMM 1000,Communication Elective,,,,College Of The Canyons
Santa Clarita,CA,College Of The Canyons,ENGL 103,"Critical Reading, Writing And Thinking",COMM 1000,Communication Elective,,,,College Of The Canyons
Santa Clarita,CA,College Of The Canyons,GMD 120,History Of Graphic Design,COMM 1000,Communication Elective,COMM 1000 (3cr),05/01/2023,05/01/2026,College Of The Canyons
Texas City,TX,College Of The Mainland,SPCH 1318,Interpersonal Communication,COMM 1000,Communication Elective,,,,College Of The Mainland
Grand Junction,CO,Colorado Mesa University,SPCH 101,Interpersonal Communications,COMM 1000,Communication Elective,,,,Colorado Mesa University
Hudson,NY,Columbia-Greene Community College,CO 104,Public Communication,COMM 1000,Communication Elective,,,,Columbia-Greene Community College
Baltimore,MD,Community College Of Baltimore County,SPCM 101,Fundamentals Of Communication,COMM 1000,Communication Elective,,,,Community College Of Baltimore County
Warwick,RI,Community College Of Rhode Island,SPCH 1100,Oral Communication 1,COMM 1000,Communication Elective,,,,Community College Of Rhode Island
Montpelier,VT,Community College Of Vermont,CIS 1151,Website Development,COMM 1000,Communication Elective,,,,Community College Of Vermont
Montpelier,VT,Community College Of Vermont,CIS 2410,Digital Image Manipulation,COMM 1000,Communication Elective,,,,Community College Of Vermont
Montpelier,VT,Community College Of Vermont,COM 1030,Intercultural Communication,COMM 1000,Communication Elective,COMM 1000 (3cr),05/01/2023,05/01/2026,Community College Of Vermont
Montpelier,VT,Community College Of Vermont,ENG 1070,Effective Speaking,COMM 1000,Communication Elective,,,,Community College Of Vermont
Bridgeport,CT,Connecticut State Community College Housatonic Campus,COM* E173,Public Speaking,COMM 1000,Communication Elective,,,,Housatonic Community College
Waterbury,CT,Connecticut State Community College Naugatuck Campus,COM* H100,Introduction To Communication,COMM 1000,Communication Elective,,,,Naugatuck Valley Community College
