City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Waterbury,CT,Connecticut State Community College Naugatuck Campus,ENG* H281,Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Naugatuck Valley Community College
Troy,NY,Hudson Valley Community College,ENGL 125,Public Speaking,WRIT 2330,Creative Writing: Short Story,WRIT 2340 (3cr),05/01/2023,05/01/2026,Hudson Valley Community College
Troy,NY,Hudson Valley Community College,ENGL 151,Creative Writing: Short Fiction,WRIT 2330,Creative Writing: Short Story,This course will transfer 3 credits to RPI,01/01/2024,01/01/2027,Hudson Valley Community College
Troy,NY,Hudson Valley Community College,ENGL 153,Creative Writing: Stage And Screen,WRIT 2330,Creative Writing: Short Story,,,,Hudson Valley Community College
Rochester,NY,Monroe Community College,ENG 213,Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Monroe Community College
Middletown,PA,Pennsylvania State Univ-Harrisburg Capital College,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Center Valley,PA,Pennsylvania State Univ-Lehigh Vly Berks-Lehigh,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Schuylkill Haven,PA,Pennsylvania State Univ-Schuylkill-Capital College,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Abington,PA,Pennsylvania State University-Abington College,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Altoona,PA,Pennsylvania State University-Altoona College,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Monaca,PA,Pennsylvania State University-Beaver,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Reading,PA,Pennsylvania State University-Berks-Lehigh Valley,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Media,PA,Pennsylvania State University-Delaware,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Dubois,PA,Pennsylvania State University-Du Bois,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Erie,PA,Pennsylvania State University-Erie Behrend College,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Lemont Furnace,PA,Pennsylvania State University-Fayette,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Hazleton,PA,Pennsylvania State University-Hazleton,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Mckeesport,PA,Pennsylvania State University-Mckeesport,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Mont Alto,PA,Pennsylvania State University-Mont Alto Campus,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Upper Burrell,PA,Pennsylvania State University-New Kensington,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Malvern,PA,Pennsylvania State University-Penn State Great Valley,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Sharon,PA,Pennsylvania State University-Shenango,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Lehman,PA,Pennsylvania State University-Wilkes-Barre,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
University Park,PA,Pennsylvania State University-World Campus,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Dunmore,PA,Pennsylvania State University-Worthington Scranton,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
York,PA,Pennsylvania State University-York,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
Troy,NY,Russell Sage College,EGL 231,Creative Writing I,WRIT 2330,Creative Writing: Short Story,,,,Russell Sage College
University Park,PA,The Pennsylvania State University,ENGL 50,Introduction To Creative Writing,WRIT 2330,Creative Writing: Short Story,,,,Pennsylvania State University Undergraduate
