City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Boston,MA,Northeastern University,GEO 1140,Environmental Geology,ERTH 1020,Planet Earth II: Oceans And Atmosphere,,,,Northeastern University Undergraduate
Boston,MA,Northeastern University Lifelong Learning Network,GEO 1140,Environmental Geology,ERTH 1020,Planet Earth II: Oceans And Atmosphere,,,,Northeastern University Undergraduate
Kamloops,BC,Thompson Rivers University,GEOG 1221,Introduction To Physical Geography,ERTH 1020,Planet Earth II: Oceans And Atmosphere,,09/01/2023,09/01/2026,Thompson Rivers University Open Learning
