City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Storrs,CT,University Of Connecticut,CHEM 296,Undergraduate Research,CHEM 2950,Undergraduate Research,,,,University Of Connecticut Undergraduate
Groton,CT,University Of Connecticut-Avery Point,CHEM 296,Undergraduate Research,CHEM 2950,Undergraduate Research,,,,University Of Connecticut Undergraduate
Hartford,CT,University Of Connecticut-Hartford Campus,CHEM 296,Undergraduate Research,CHEM 2950,Undergraduate Research,,,,University Of Connecticut Undergraduate
Stamford,CT,University Of Connecticut-Stamford,CHEM 296,Undergraduate Research,CHEM 2950,Undergraduate Research,,,,University Of Connecticut Undergraduate
Waterbury,CT,University Of Connecticut-Waterbury Campus,CHEM 296,Undergraduate Research,CHEM 2950,Undergraduate Research,,,,University Of Connecticut Undergraduate
