City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Queensbury,NY,Adirondack Community College,PHI 201,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,SUNY Adirondack Community College
Charles Town,WV,American Public University System,PHIL101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,American Public University System Undergraduate
Paramus,NJ,Bergen Community College,PHR-101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Bergen Community College
Pittsfield,MA,Berkshire Community College,PHL 102,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Berkshire Community College
Huron,OH,Bowling Green State University-Firelands,PHIL 1010,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Bowling Green State University Undergraduate Spring Course Descriptions
Bowling Green,OH,Bowling Green State University-Main Campus,PHIL 1010,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Bowling Green State University Undergraduate Spring Course Descriptions
Lincroft,NJ,Brookdale Community College,PHIL115,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Brookdale Community College
Binghamton,NY,Broome Community College,PHI 102,General Philosophy,PHIL 1110,Introduction To Philosophy,,,,SUNY Broome Community College
Fort Lauderdale,FL,Broward College,PHI2010,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Broward College
Newtown,PA,Bucks County Community College,PHIL 125,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Bucks County Community College
Bristol,PA,Bucks County Community College-Lower Bucks Campus,PHIL 125,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Bucks County Community College
Perkasie,PA,Bucks County Community College-Upper Bucks Campus,PHIL 125,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Bucks County Community College
Boston,MA,Bunker Hill Community College,PHL-101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Bunker Hill Community College
Buffalo,NY,Canisius College,PHI 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Canisius College Undergraduate
West Barnstable,MA,Cape Cod Community College,HP130,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Cape Cod Community College
West Barnstable,MA,Cape Cod Community College,PHI130,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Cape Cod Community College
Castleton,VT,Castleton University,PHI 1010,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Castleton University Undergraduate
Killeen,TX,Central Texas College,PHIL 1301,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Central Texas College Texas Campuses
White Bear Lake,MN,Century College,PHIL 1021,Introduction To Western Philosophy,PHIL 1110,Introduction To Philosophy,,,,Century College
Norwalk,CA,Cerritos College,PHIL 100,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Cerritos College
Chandler,AZ,Chandler-Gilbert Community College,PHI 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,PHIL 1110 (3 cr),05/01/2023,05/01/2026,Maricopa County Community College District Course Descriptions
Glendora,CA,Citrus College,PHIL 110,Philosophy/Logic,PHIL 1110,Introduction To Philosophy,,,,Citrus College
Atlanta,GA,Clark Atlanta University,CPHI 221,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Clark Atlanta University Undergraduate
Glen Ellyn,IL,College Of Dupage,PHILO 1100,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,College Of DuPage
San Mateo,CA,College Of San Mateo,PHIL 100,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,College Of San Mateo
Williamsburg,VA,College Of William And Mary,PHIL 201,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,College Of William And Mary Undergraduate
Baltimore,MD,Community College Of Baltimore County,PHIL 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Community College Of Baltimore County
New London,CT,Connecticut College,PHI 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Connecticut College
Bridgeport,CT,Connecticut State Community College Housatonic Campus,PHL* E101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Housatonic Community College
Mount Vernon,IA,Cornell College,PHI 111,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Cornell College
Ithaca,NY,Cornell University-Endowed Colleges,PHIL 181,Introduction To The Philosophy Of Science,PHIL 1110,Introduction To Philosophy,,,,Cornell University
Corning,NY,Corning Community College,PL 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Corning Community College
Randolph,NJ,County College Of Morris,PHL-180,Introduction To Philosophy-Honor,PHIL 1110,Introduction To Philosophy,,,,County College Of Morris
New York,NY,Cuny Borough Of Manhattan Community College,PHI 100,Philosophy,PHIL 1110,Introduction To Philosophy,,,,CUNY Borough Of Manhattan Community College
New York,NY,Cuny City College,PHIL 10200,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,CUNY City College
New York,NY,Cuny Hunter College,PHILO 10100,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,CUNY Hunter College Undergraduate
Long Island City,NY,Cuny Laguardia Community College,HUP101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,PHIL 1110 (3 cr),01/01/2024,01/01/2027,CUNY LaGuardia Community College
Johnson City,NY,Davis College,PHIL 4011,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Davis College New York
Daytona Beach,FL,Daytona State College,PHI2001,Introduction Of Philosophy I,PHIL 1110,Introduction To Philosophy,,,,Daytona State College
Franklin,MA,Dean College,PHL 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Dean College
Granville,OH,Denison University,PHIL 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Denison University
Poughkeepsie,NY,Dutchess Community College,PHI201,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Dutchess Community College
Monterey Park,CA,East Los Angeles College,PHILOS 001,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,East Los Angeles College
Lynnwood,WA,Edmonds College,PHIL& 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Edmonds College
Avondale,AZ,Estrella Mountain Community College,PHI 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,PHIL 1110 (3 cr),05/01/2023,05/01/2026,Maricopa County Community College District Course Descriptions
Fairfield,CT,Fairfield University,PH 0101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Fairfield University Course Descriptions
Fayetteville,NC,Fayetteville Technical Community College,PHI-151,Intro To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Fayetteville Technical Community College
Boca Raton,FL,Florida Atlantic University,PHI 2010,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Florida Atlantic University
Los Altos Hills,CA,Foothill College,PHIL 4,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Foothill College
Johnstown,NY,Fulton-Montgomery Community College,HU 250,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Fulton-Montgomery Community College
Johnstown,NY,Fulton-Montgomery Community College,PHI 150,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Fulton-Montgomery Community College
Phoenix,AZ,Gateway Community College,PHI 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,PHIL 1110 (3 cr),05/01/2023,05/01/2026,Maricopa County Community College District Course Descriptions
Washington,DC,Georgetown University,PHIL-001,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Georgetown University Course Descriptions
Glendale,AZ,Glendale Community College,PHI 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,PHIL 1110 (3 cr),05/01/2023,05/01/2026,Maricopa County Community College District Course Descriptions
Greenfield,MA,Greenfield Community College,PHI 103,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Greenfield Community College
Grinnell,IA,Grinnell College,PHI 111,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Grinnell College
Gettysburg,PA,Harrisburg Area Community College-Gettysburg,PHIL 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Harrisburg Area Community College
Harrisburg,PA,Harrisburg Area Community College-Harrisburg,PHIL 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Harrisburg Area Community College
Lancaster,PA,Harrisburg Area Community College-Lancaster,PHIL 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Harrisburg Area Community College
Lebanon,PA,Harrisburg Area Community College-Lebanon,PHIL 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Harrisburg Area Community College
York,PA,Harrisburg Area Community College-York,PHIL 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Harrisburg Area Community College
Cambridge,MA,Harvard University,PHIL S-4,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Harvard University Summer School
Hempstead,NY,Hofstra University,PHI 010,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Hofstra University Undergraduate
Holyoke,MA,Holyoke Community College,PHI 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Holyoke Community College
Columbia,MD,Howard Community College,PHIL 101,Introduction To Philosophy,PHIL 1110,Introduction To Philosophy,,,,Howard Community College
Troy,NY,Hudson Valley Community College,PHIL 100,Intro To Philosophy,PHIL 1110,Introduction To Philosophy,PHIL 1110 (3cr),05/01/2023,05/01/2026,Hudson Valley Community College
