City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Fairfield,CT,Sacred Heart University,MA 320,Graph Theory,MATH 4150,Graph Theory,,,,Sacred Heart University Undergraduate
Canton,NY,St Lawrence University,MATH 318,Graph Theory,MATH 4150,Graph Theory,,,,Saint Lawrence University
Canton,NY,Suny Canton College Of Technology,MATH 371,Graph Theory,MATH 4150,Graph Theory,,,,SUNY Canton College Of Technology
Angola,IN,Trine University,MA 473,Graph Theory & Combinatorics,MATH 4150,Graph Theory,MATH 4150 (3cr),05/01/2023,05/01/2026,Trine University Spring
Angola,IN,Trine University-Regional/Non-Traditional Campuses,MA 473,Graph Theory & Combinatorics,MATH 4150,Graph Theory,MATH 4150 (3cr),05/01/2023,05/01/2026,Trine University Spring
Auckland, ,University Of Auckland,MATHS 326,Combinatorics,MATH 4150,Graph Theory,,,,University Of Auckland Calendar
Duluth,MN,University Of Minnesota Duluth,MATH 5365,Graph Theory,MATH 4150,Graph Theory,MATH 4150 (3cr),05/01/2023,05/01/2026,University Of Minnesota Duluth
