City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Hamilton,OH,Miami University-Hamilton,CSE 386,Foundations Of Computer Graphics And Games,GSAS 4530,Computer Graphics For Games,,,,Miami University
Middletown,OH,Miami University-Middletown,CSE 386,Foundations Of Computer Graphics And Games,GSAS 4530,Computer Graphics For Games,,,,Miami University
Oxford,OH,Miami University-Oxford,CSE 386,Foundations Of Computer Graphics And Games,GSAS 4530,Computer Graphics For Games,,,,Miami University
