City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Newtown,PA,Bucks County Community College,PSYC 215,Introductory Psychological Statistics,PSYC 2310,Research Methods And Statistics I,,,,Bucks County Community College
Bristol,PA,Bucks County Community College-Lower Bucks Campus,PSYC 215,Introductory Psychological Statistics,PSYC 2310,Research Methods And Statistics I,,,,Bucks County Community College
Perkasie,PA,Bucks County Community College-Upper Bucks Campus,PSYC 215,Introductory Psychological Statistics,PSYC 2310,Research Methods And Statistics I,,,,Bucks County Community College
Montclair,NJ,Montclair State University,PSYC 220,Introduction To Statistical Methods In Psychology,PSYC 2310,Research Methods And Statistics I,,,,Montclair State University
Oberlin,OH,Oberlin College,PSYC 200,Research Methods I,PSYC 2310,Research Methods And Statistics I,PSYC 2310 (4cr),05/01/2023,05/01/2026,Oberlin College
Saratoga Springs,NY,Skidmore College,PS 202,Statistics And Research Methods I,PSYC 2310,Research Methods And Statistics I,,,,Skidmore College
Schenectady,NY,Union College,SOC 300,Quantitative Methods Of Social Research,PSYC 2310,Research Methods And Statistics I,,,,Union College
Albany,NY,"University At Albany, State University Of New York",R PAD 316,Methodological Tools For Public Policy,PSYC 2310,Research Methods And Statistics I,,,,SUNY University At Albany Undergraduate Bulletin
Albuquerque,NM,University Of New Mexico-Main Campus,PSYCH 200,Statistical Principles,PSYC 2310,Research Methods And Statistics I,,,,University Of New Mexico Albuquerque
Saint Paul,MN,University Of Northwestern St. Paul,PSY3305,Research Methods In Psychology,PSYC 2310,Research Methods And Statistics I,,,,University Of Northwestern Traditional Undergraduate & Dual Enrollment
Columbia,SC,University Of South Carolina Columbia,PSYC 226,Research Methods In Psychology,PSYC 2310,Research Methods And Statistics I,,,,University Of South Carolina At Columbia Undergraduate
