City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Boston,MA,Bunker Hill Community College,GER-102,Elementary German II,LANG 1320,German II,,,,Bunker Hill Community College
Troy,NY,Hudson Valley Community College,GERM 101,German Language And Culture II,LANG 1320,German II,,,,Hudson Valley Community College
Brookville,NY,Liu Post,GER 2,Elementary German II,LANG 1320,German II,,,,LIU Post Undergraduate
Valley Glen,CA,Los Angeles Valley College,GERMAN 002,Elementary German II,LANG 1320,German II,,,,Los Angeles Valley College
Rochester,NY,Monroe Community College,GER 102,Elementary German II,LANG 1320,German II,,,,Monroe Community College
Atlanta,GA,Morehouse College,HFLG201,Intermediate German I,LANG 1320,German II,,,,Morehouse College Course Descriptions
Corvallis,OR,Oregon State University,GER 113,First-Year German,LANG 1320,German II,,,,Oregon State University
Bend,OR,Oregon State University-Cascades Campus,GER 113,First-Year German,LANG 1320,German II,,,,Oregon State University
Sewell,NJ,Rowan College Of South Jersey,GER 102,Elementary German II,LANG 1320,German II,,,,Rowan College At Gloucester County
Manchester,NH,Saint Anselm College,GR 102,Elementary German II,LANG 1320,German II,,,,Saint Anselm College
Plattsburgh,NY,Suny College At Plattsburgh,GER 112,Elementary German II,LANG 1320,German II,,,,SUNY College At Plattsburgh Undergraduate And Graduate
Suffern,NY,Suny Rockland Community College,GER 102,Elementary German II,LANG 1320,German II,,,,SUNY Rockland Community College
Annapolis,MD,United States Naval Academy,FG102,First Year German II,LANG 1320,German II,,,,United States Naval Academy Course Descriptions
Kingston,RI,University Of Rhode Island,GER112,Beginning German II,LANG 1320,German II,,,,University Of Rhode Island
Middletown,CT,Wesleyan University,GRST102,Elementary German,LANG 1320,German II,,,,Wesleyan University
