City,State,Institution,Transfer Course ID,Transfer Course Name,RPI Course ID,RPI Course Name,Note,Begin,End,Transfer Catalog
Adrian,MI,Adrian College,PHIL105,Logic,PHIL 1000,Philosophy Elective,,,,Adrian College Undergraduate
Worcester,MA,Assumption University,PHI 100,Socrates And The Search For Truth,PHIL 1000,Philosophy Elective,PHIL 1000 (3 cr),05/01/2023,05/01/2026,Assumption University
Worcester,MA,Assumption University,PHI 154,God And The Philosophers,PHIL 1000,Philosophy Elective,PHIL 1000 (3 cr),05/01/2023,05/01/2026,Assumption University
Waltham,MA,Bentley University,PH 101,Problems Of Philosophy,PHIL 1000,Philosophy Elective,,,,Bentley University Undergraduate
Paramus,NJ,Bergen Community College,PHR-102,Contemporary Moral Issues,PHIL 1000,Philosophy Elective,,,,Bergen Community College
Pittsfield,MA,Berkshire Community College,PHL 101,Philosophy & Self-Identity,PHIL 1000,Philosophy Elective,,,,Berkshire Community College
Chestnut Hill,MA,Boston College,PHIL1071,Philosophy Of The Person II,PHIL 1000,Philosophy Elective,,,,Boston College
Chestnut Hill,MA,Boston College,PL 005,Introduction To Basic Problems In Philosophy,PHIL 1000,Philosophy Elective,,,,Boston College
Chestnut Hill,MA,Boston College,THEO1401,Engaging Catholicism,PHIL 1000,Philosophy Elective,,,,Boston College
Chestnut Hill,MA,Boston College,PHIL1071 + THEO1401,Philosophy Of The Person II + Engaging Catholicism,PHIL 1000,Philosophy Elective,,,,Boston College
Lewisburg,PA,Bucknell University,PHIL 100,Introduction To Philosophy,PHIL 1000,Philosophy Elective,,,,Bucknell University
San Luis Obispo,CA,California Polytechnic State University-San Luis Obispo,PHIL 126,Logic And Argumentative Writing,PHIL 1000,Philosophy Elective,PHIL 1000 (4cr),05/01/2023,05/01/2026,California Polytechnic State University San Luis Obispo
Buffalo,NY,Canisius College,FYS 101,Explorations Of Academic Writing And Special Topics,PHIL 1000,Philosophy Elective,,,,Canisius College Undergraduate
Washington,DC,Catholic University Of America,PHIL 201,The Classical Mind: The Origin And Growth Of Western Philosophy,PHIL 1000,Philosophy Elective,,,,Catholic University Of America Course Descriptions
Washington,DC,Catholic University Of America,PHIL 202,The Modern Mind: Philosophy From Descartes To The Present,PHIL 1000,Philosophy Elective,,,,Catholic University Of America Course Descriptions
Mcpherson,KS,Central Christian College Of Kansas,MT-BI 100,Introduction To Biblical Literature,PHIL 1000,Philosophy Elective,,,,Central Christian College Of Kansas
Chandler,AZ,Chandler-Gilbert Community College,PHI 105,Introduction To Ethics,PHIL 1000,Philosophy Elective,PHIL 1000 (3 cr),05/01/2023,05/01/2026,Maricopa County Community College District Course Descriptions
Atlanta,GA,Clark Atlanta University,CPHI 105,Critical Thinking,PHIL 1000,Philosophy Elective,,,,Clark Atlanta University Undergraduate
Worcester,MA,Clark University,PHIL 050,Relativism & Absolutism Across The Disciplines,PHIL 1000,Philosophy Elective,,,,Clark University
Worcester,MA,Clark University,PHIL 105,Personal Values,PHIL 1000,Philosophy Elective,,,,Clark University
Astoria,OR,Clatsop Community College,PHL 103,Critical Reasoning,PHIL 1000,Philosophy Elective,,,,Clatsop Community College
Fountain Valley,CA,Coastline Community College,PHIL 120,From Ethics To Making Moral Choices,PHIL 1000,Philosophy Elective,,,,Coastline Community College
Waterville,ME,Colby College,PL114,Central Philosophical Issues: Nature And God,PHIL 1000,Philosophy Elective,,,,Colby College
Wooster,OH,College Of Wooster,PHIL 10000,"Ethics, Justice, And Society",PHIL 1000,Philosophy Elective,,,,College Of Wooster
Wooster,OH,College Of Wooster,PHIL 25000,Ancient Philosophy: Plato & Aristotle,PHIL 1000,Philosophy Elective,,,,College Of Wooster
Bridgeport,CT,Connecticut State Community College Housatonic Campus,PHL* E151,World Religions,PHIL 1000,Philosophy Elective,,,,Housatonic Community College
Waterbury,CT,Connecticut State Community College Naugatuck Campus,PHL* H111,Ethics,PHIL 1000,Philosophy Elective,,,,Naugatuck Valley Community College
Ithaca,NY,Cornell University-Endowed Colleges,PHIL 100,Freshman Writing Seminars In Philosophy,PHIL 1000,Philosophy Elective,,,,Cornell University
Randolph,NJ,County College Of Morris,PHL-115,Logic,PHIL 1000,Philosophy Elective,,,,County College Of Morris
New York,NY,Cuny Bernard M Baruch College,PHI 1500,Major Issues In Philosophy,PHIL 1000,Philosophy Elective,PHIL 1000 (3 cr),01/01/2024,01/01/2027,CUNY Baruch College Undergraduate
New York,NY,Cuny Bernard M Baruch College,PHI 1600,Logic And Moral Reasoning,PHIL 1000,Philosophy Elective,PHIL 1000 (3 cr),05/01/2023,05/01/2026,CUNY Baruch College Undergraduate
Long Island City,NY,Cuny Laguardia Community College,HUP112,Logic And Philosophy,PHIL 1000,Philosophy Elective,,,,CUNY LaGuardia Community College
Queens,NY,Cuny Queens College,PHIL 109,Modern Logic,PHIL 1000,Philosophy Elective,,,,CUNY Queens College Undergraduate
Queens,NY,Cuny Queens College,PHIL 116,Introduction To Philosophy Of Religion,PHIL 1000,Philosophy Elective,,,,CUNY Queens College Undergraduate
Poughkeepsie,NY,Dutchess Community College,PHI107,Introduction To The Art Of Reasoning,PHIL 1000,Philosophy Elective,,,,Dutchess Community College
Bangor,ME,Eastern Maine Community College,PHI 101,Ethics,PHIL 1000,Philosophy Elective,,,,Eastern Maine Community College
Saint Petersburg,FL,Eckerd College,FD 181,Human Experience,PHIL 1000,Philosophy Elective,PHIL 1000 (3 cr),01/01/2024,01/01/2027,Eckerd College
Buffalo,NY,Erie Community College,PY 102,Logic,PHIL 1000,Philosophy Elective,,,,Erie Community College
Avondale,AZ,Estrella Mountain Community College,PHI 105,Introduction To Ethics,PHIL 1000,Philosophy Elective,PHIL 1000 (3 cr),05/01/2023,05/01/2026,Maricopa County Community College District Course Descriptions
Fairfield,CT,Fairfield University,PH 10,Questions In Ancient And Medieval Philosophy,PHIL 1000,Philosophy Elective,,,,Fairfield University Undergraduate
Bronx,NY,Fordham University,PHIL 1000,Philosophy Of Human Nature,PHIL 1000,Philosophy Elective,PHIL 1000 (3cr),09/01/2023,09/01/2026,Fordham University
Bronx,NY,Fordham University,THEO 1000,Faith And Critical Reason,PHIL 1000,Philosophy Elective,PHIL 1000 (3cr),09/01/2023,09/01/2026,Fordham University
Lancaster,PA,Franklin And Marshall College,PHI 122,Introduction To Moral Philosophy,PHIL 1000,Philosophy Elective,,,,Franklin And Marshall College
Fresno,CA,Fresno City College,PHIL 1D,World Religions,PHIL 1000,Philosophy Elective,,,,Fresno City College
Phoenix,AZ,Gateway Community College,PHI 105,Introduction To Ethics,PHIL 1000,Philosophy Elective,PHIL 1000 (3 cr),05/01/2023,05/01/2026,Maricopa County Community College District Course Descriptions
Glendale,AZ,Glendale Community College,PHI 105,Introduction To Ethics,PHIL 1000,Philosophy Elective,PHIL 1000 (3 cr),05/01/2023,05/01/2026,Maricopa County Community College District Course Descriptions
Greenfield,MA,Greenfield Community College,PHI 104,Introduction To Ethics,PHIL 1000,Philosophy Elective,,,,Greenfield Community College
Gwynedd Valley,PA,Gwynedd Mercy College,RS-115,World Religions,PHIL 1000,Philosophy Elective,,,,Gwynedd Mercy University Undergraduate
Bel Air,MD,Harford Community College,PHIL 205,Ethics,PHIL 1000,Philosophy Elective,,,,Harford Community College
Troy,NY,Hudson Valley Community College,PHIL 101,Intro To Philosophy II,PHIL 1000,Philosophy Elective,,,,Hudson Valley Community College
Troy,NY,Hudson Valley Community College,PHIL 110,Comparative Religion,PHIL 1000,Philosophy Elective,PHIL 110 from HVCC will transfer to RPI at 3 credits.,02/09/2024,01/01/2027,Hudson Valley Community College
Ithaca,NY,Ithaca College,PHIL 22300,Introduction To The Philosophy Of Art,PHIL 1000,Philosophy Elective,,,,Ithaca College
Gambier,OH,Kenyon College,PHIL 110,Introduction To Ethics,PHIL 1000,Philosophy Elective,,,,Kenyon College
Keuka Park,NY,Keuka College,PHL 115,Ethics,PHIL 1000,Philosophy Elective,,,,Keuka College Record
Syracuse,NY,Le Moyne College,PHL 101,Phil Foundations Of Western,PHIL 1000,Philosophy Elective,,,,Le Moyne College
Riverdale,NY,Manhattan College,PHIL 152,Roots Of Modern Age: Philosophy - Fys,PHIL 1000,Philosophy Elective,,,,Manhattan College Undergraduate
Tempe,AZ,Maricopa Community College District,PHI 105,Introduction To Ethics,PHIL 1000,Philosophy Elective,PHIL 1000 (3 cr),05/01/2023,05/01/2026,Maricopa County Community College District Course Descriptions
West Windsor,NJ,Mercer County Community College,PHI 102,Introduction To Philosophy,PHIL 1000,Philosophy Elective,PHIL 1000 (3 cr),05/01/2023,05/01/2026,Mercer County Community College
Erie,PA,Mercyhurst University,CST 290,Catholic Spirituality,PHIL 1000,Philosophy Elective,,,,Mercyhurst University Undergraduate
North East,PA,Mercyhurst University-North East Campus,CST 290,Catholic Spirituality,PHIL 1000,Philosophy Elective,,,,Mercyhurst University Undergraduate
North Andover,MA,Merrimack College,PHL 1200,Philosophy Through Film,PHIL 1000,Philosophy Elective,,,,Merrimack College Undergraduate
Mesa,AZ,Mesa Community College,PHI 105,Introduction To Ethics,PHIL 1000,Philosophy Elective,PHIL 1000 (3 cr),05/01/2023,05/01/2026,Maricopa County Community College District Course Descriptions
Bedford,MA,Middlesex Community College,ETH 101,Ethics And Society,PHIL 1000,Philosophy Elective,,,,Middlesex Community College
